Geo Point;Geo Shape;gml_id;objectid;circ_apaisee;type_agt_velo;sens;jalonnement;c_insee;annee_mes;etat
48.1214136391, -1.71611502458;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.717593862154728, 48.12144537826428], [-1.71738774153236, 48.12142689060842], [-1.715568752221638, 48.121407866933], [-1.714635455052025, 48.12139485971283]]]}";circ_apais_amgt_velo.1689;1689;zone 30;;;;35238;;
48.0992569545, -1.70539889172;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.705547415629462, 48.099254444343664], [-1.705344094259103, 48.099252300808175], [-1.705252594269314, 48.099276978595114]]]}";circ_apais_amgt_velo.1691;1691;zone de rencontre;;;;35238;;
48.1052800179, -1.64744356091;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.649040834521952, 48.10515573880399], [-1.648946363341184, 48.10519271774882], [-1.648843822241033, 48.105214795087306], [-1.648724919288542, 48.1052269915675], [-1.648578147945609, 48.10523896314804], [-1.648427709874603, 48.10524756867667], [-1.648252888538176, 48.10525580824788], [-1.647994941647192, 48.1052627226946], [-1.645836688334749, 48.105342297164036]]]}";circ_apais_amgt_velo.1702;1702;zone 30;;;;35238;;
48.103426887, -1.70998124749;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.710047790810774, 48.10359001336157], [-1.70991470417266, 48.103263760553936]]]}";circ_apais_amgt_velo.1708;1708;zone de rencontre;;;;35238;;
48.1164018917, -1.71453612541;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.714086225653503, 48.116419879385504], [-1.714941983470782, 48.116387947983924], [-1.714940630695128, 48.116341426486684]]]}";circ_apais_amgt_velo.856;856;zone 30;;;;35238;;
48.0833104222, -1.65497163362;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.654945324443388, 48.083662134515286], [-1.654962145468769, 48.083610092546195], [-1.654984114654377, 48.0829562919788]]]}";circ_apais_amgt_velo.1716;1716;zone de rencontre;;;;35238;;
48.1140322843, -1.63797254076;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640650503195252, 48.114014125062894], [-1.635294578332027, 48.11405044361875]]]}";circ_apais_amgt_velo.1719;1719;;bande cyclable;double-sens;non;35238;1994;R
48.096940254, -1.71969193237;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.72554471673429, 48.09565565989314], [-1.725160978165655, 48.095754312479], [-1.724638777831861, 48.09592613390487], [-1.719830238001622, 48.0971980054219], [-1.718352266245939, 48.097446788497365], [-1.717805626438578, 48.09744373323314], [-1.714911015952331, 48.09724052481427], [-1.71416844464446, 48.09821132809689]]]}";circ_apais_amgt_velo.1726;1726;;mixte piéton + vélo;double-sens;non;35238;1994;
48.086063241, -1.65911816196;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.659106311496039, 48.085462795481185], [-1.659135415016207, 48.085740405460925], [-1.659115155295916, 48.0862755589548], [-1.65909770651889, 48.086664625743495]]]}";circ_apais_amgt_velo.1656;1656;zone de rencontre;;;;35238;;
48.1145542307, -1.68888054677;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.689272648784415, 48.11444229650582], [-1.689177282068298, 48.114488803152966], [-1.688481370045438, 48.11464603477604]]]}";circ_apais_amgt_velo.1730;1730;aire piétonne;;;;35238;;
48.0985833859, -1.63811909927;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.638617863273673, 48.09856477854536], [-1.637805815839565, 48.098600786768074], [-1.637622105780272, 48.09857125529959]]]}";circ_apais_amgt_velo.1638;1638;zone 30;;;;35238;;
48.0978466515, -1.70618335104;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.706547050940396, 48.09765912263823], [-1.706540958862205, 48.09776472480332], [-1.705969831067982, 48.09788292494804], [-1.705762914608504, 48.098028354429275]]]}";circ_apais_amgt_velo.1647;1647;zone de rencontre;;;;35238;;
48.1108540324, -1.67683698419;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677151913011116, 48.11093823625796], [-1.677063371775437, 48.11092183402926], [-1.676999611553006, 48.110889375797775], [-1.676519214784682, 48.110776007210376]]]}";circ_apais_amgt_velo.1648;1648;zone 30;;;;35238;;
48.1190356785, -1.71185051989;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.712444307411501, 48.11876623585613], [-1.712434626394903, 48.11922718368229], [-1.712415903792115, 48.11927264535763], [-1.712352843994439, 48.11932037442901], [-1.712291068423889, 48.11934092779651], [-1.712218510236547, 48.119343630683176], [-1.711783219471166, 48.11933839852929], [-1.711633169252486, 48.119300122328056], [-1.711506167672649, 48.11923278739706], [-1.711445905655151, 48.11914325433536], [-1.711420426542551, 48.119044096216854], [-1.711440323053601, 48.118278069318066]]]}";circ_apais_amgt_velo.1651;1651;zone 30;;;;35238;;
48.1200162384, -1.71717523308;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.717177810151915, 48.119884076357756], [-1.717172656001919, 48.12014840049285]]]}";circ_apais_amgt_velo.1668;1668;zone 30;;;;35238;;
48.1159638234, -1.70667724599;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.705246500294395, 48.1157099616441], [-1.70528851970564, 48.11570496407471], [-1.705385364188185, 48.115718508581644], [-1.705602600896791, 48.11576223029703], [-1.707865658866049, 48.11617632659117], [-1.70794889750215, 48.11621509983173], [-1.707989363221158, 48.1162713853014], [-1.708009173783934, 48.11635961593118]]]}";circ_apais_amgt_velo.1675;1675;;bande cyclable;double-sens;non;35238;1991;
48.098965926, -1.71248795752;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.712328330926368, 48.099064028960726], [-1.712339009787439, 48.09903809001957], [-1.71266104631195, 48.09888044138582]]]}";circ_apais_amgt_velo.1680;1680;zone de rencontre;;;;35238;;
48.1188669811, -1.71575576504;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.715761595043095, 48.118641602103814], [-1.715749935041634, 48.11909236004748]]]}";circ_apais_amgt_velo.1683;1683;zone 30;;;;35238;;
48.1410751622, -1.61562874205;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.624800234327947, 48.13610016098469], [-1.62464966184946, 48.136083679299], [-1.624328162900632, 48.13606021317003], [-1.62410674626714, 48.13609185717177], [-1.623922313115458, 48.13630851340712], [-1.623971137708254, 48.13653087634477], [-1.62385489799955, 48.13669331906204], [-1.622616639043393, 48.137339077187455], [-1.619242265160848, 48.13909876110981], [-1.611266796604911, 48.14329926886184], [-1.608073440889511, 48.14540794725731], [-1.606399388093092, 48.14648593795575]]]}";circ_apais_amgt_velo.822;822;;piste cyclable;sens unique;non;35051;2015;
48.1056049456, -1.68617101168;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.687807228465802, 48.105745476705266], [-1.687521043884322, 48.10571057659575], [-1.684901388684113, 48.10549907247974], [-1.684533185076215, 48.105520111466184]]]}";circ_apais_amgt_velo.620;620;;bande cyclable;double-sens;non;35238;2001;P
48.1122661564, -1.68287421207;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.682872905761622, 48.1122562832772], [-1.682875518382546, 48.11227602942554]]]}";circ_apais_amgt_velo.1593;1593;zone 30;;;;35238;;
48.1083374394, -1.66127639239;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.661091674721671, 48.10860310678251], [-1.661373552342031, 48.108576451280754], [-1.661214631001077, 48.10789439159111]]]}";circ_apais_amgt_velo.1610;1610;zone 30;;;;35238;;
48.1236420134, -1.71488346137;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.714899800224463, 48.123088176192574], [-1.714867122523266, 48.12419585061722]]]}";circ_apais_amgt_velo.1616;1616;zone 30;;;;35238;;
48.1163818742, -1.67245918512;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.67076454981515, 48.11634989422849], [-1.671010469148944, 48.116354364741106], [-1.674153817007127, 48.116414037722386]]]}";circ_apais_amgt_velo.313;313;;bande cyclable;contre-sens vélo;non;35238;1997;R
48.1199717408, -1.71298018132;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.712586071280785, 48.12010964024912], [-1.712590659659968, 48.119955184284585], [-1.713305445387346, 48.11996502343824], [-1.713502489309995, 48.11996773524601]]]}";circ_apais_amgt_velo.317;317;zone 30;;;;35238;;
48.1288644472, -1.71165133364;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.711780377534107, 48.12766374568727], [-1.711713670837351, 48.1278839397995], [-1.711659716272015, 48.12803255916632], [-1.711614529128895, 48.12810115528748], [-1.711553645440596, 48.12820914959058], [-1.711123669625592, 48.128694476519925], [-1.711079205044469, 48.12875566100227], [-1.711076917880548, 48.12881876735497], [-1.711134275660487, 48.12885955704014], [-1.711182287093284, 48.128882660768504], [-1.711862757254376, 48.129210330151516], [-1.711893751103606, 48.12922529820504], [-1.711959721808743, 48.12927423111395], [-1.711992353362632, 48.1293268465059], [-1.712027059961589, 48.12940640254065], [-1.712141055769981, 48.12972970419592], [-1.71221210496071, 48.12987187705798], [-1.712273709836156, 48.129935028657435], [-1.712341276954371, 48.129993753976095]]]}";circ_apais_amgt_velo.240;240;aire piétonne;mixte piéton + vélo;double-sens;non;35238;1990;
48.0860332281, -1.66551829174;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.666274872829297, 48.086060679573414], [-1.6653393602724, 48.085907002311146], [-1.665272036228136, 48.08589270505132], [-1.665187012204523, 48.0859102131818], [-1.665134730148206, 48.085944773998705], [-1.665099866524824, 48.08599052186121], [-1.665078888980204, 48.086429868394134]]]}";circ_apais_amgt_velo.253;253;zone de rencontre;;;;35238;;
48.125575457, -1.68604465213;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.685986742673676, 48.125745117912544], [-1.686008237139982, 48.12568693362132], [-1.686100795260909, 48.12540517997204]]]}";circ_apais_amgt_velo.276;276;zone 30;;;;35238;;
48.1345485831, -1.67472576004;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.674967827945247, 48.13470935176087], [-1.674997018223701, 48.13464085568081], [-1.674542576448068, 48.13454443714984], [-1.67458190201556, 48.134305678028056]]]}";circ_apais_amgt_velo.221;221;zone de rencontre;;;;35238;;
48.109268401, -1.68109264395;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.680996156933104, 48.10917716122949], [-1.68100301638574, 48.10922049140028], [-1.6810669742825, 48.10926104909214], [-1.681161036928769, 48.109286414373976], [-1.681181597057406, 48.109364691882384]]]}";circ_apais_amgt_velo.181;181;zone 30;;;;35238;;
48.1330051707, -1.65276421596;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.653041717459532, 48.132380384132034], [-1.653040180601455, 48.13258094772117], [-1.652603896529824, 48.13307848185263], [-1.652609889780791, 48.13367446863592]]]}";circ_apais_amgt_velo.187;187;zone de rencontre;;;;35238;;
48.0892347192, -1.6387943797;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.638546222100072, 48.08892561954881], [-1.639042537294029, 48.089543818782495]]]}";circ_apais_amgt_velo.190;190;zone de rencontre;;;;35238;;
48.1124140834, -1.67826726669;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.678244054590146, 48.11241415462628], [-1.6782904787942, 48.11241401208341]]]}";circ_apais_amgt_velo.205;205;zone 30;;;;35238;;
48.1102983436, -1.7128476748;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.712693684220739, 48.11005915137843], [-1.713001665378349, 48.110537535778946]]]}";circ_apais_amgt_velo.133;133;zone de rencontre;;;;35238;;
48.093597855, -1.69733436532;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.696737339883271, 48.09263734610916], [-1.697203913860342, 48.093419632164185], [-1.697955035195612, 48.09454342497858]]]}";circ_apais_amgt_velo.2139;2139;;piste cyclable;sens unique;non;35281;2005;
48.1090872328, -1.68175298459;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.681609154391531, 48.10916724816076], [-1.681896814787133, 48.10900721742842]]]}";circ_apais_amgt_velo.160;160;zone 30;;;;35238;;
48.1062508362, -1.68859550325;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.689047135275739, 48.10625492036143], [-1.688143871216169, 48.10624675194444]]]}";circ_apais_amgt_velo.163;163;aire piétonne;;;;35238;;
48.1112409852, -1.68546972417;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.685538217195865, 48.11212959346694], [-1.685610889274876, 48.111404630845044], [-1.685605076471076, 48.11132097806226], [-1.685163000844606, 48.11039434872816]]]}";circ_apais_amgt_velo.167;167;zone 30;bande cyclable;contre-sens vélo;non;35238;2009;
48.0943708945, -1.63951966339;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.639793978738286, 48.09418542403407], [-1.639245348041944, 48.094556364955935]]]}";circ_apais_amgt_velo.170;170;zone 30;;;;35238;;
48.1227233619, -1.71435629973;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.713536283261827, 48.122665653721356], [-1.714803244693227, 48.12268348814038], [-1.714896768484934, 48.122729489226586], [-1.714869230355285, 48.12307946240868]]]}";circ_apais_amgt_velo.623;623;zone 30;;;;35238;;
48.129390142, -1.63154493908;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.630894957238654, 48.12963906456655], [-1.6321949209189, 48.12914121949165]]]}";circ_apais_amgt_velo.624;624;zone 30;;;;35238;;
48.0948210487, -1.64085918767;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.640877307009459, 48.094689799824124], [-1.640841068320965, 48.094952297556546]]]}";circ_apais_amgt_velo.628;628;zone 30;;;;35238;;
48.1337371628, -1.65769614693;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.658044633519627, 48.13387856456852], [-1.657893416687262, 48.13385116838553], [-1.657764084686355, 48.133803783494876], [-1.657644375177832, 48.13374222270095], [-1.657552184643639, 48.13367684441935], [-1.657475489599626, 48.13359525042168], [-1.657409990229621, 48.13349752472199]]]}";circ_apais_amgt_velo.630;630;zone de rencontre;;;;35238;;
48.1190680079, -1.71401310551;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.714497916072289, 48.119073950468604], [-1.713708138960803, 48.11906426996024], [-1.71352829495102, 48.11906206472716]]]}";circ_apais_amgt_velo.633;633;zone 30;;;;35238;;
48.134194733, -1.65879795767;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.656608397991152, 48.13043258866496], [-1.656610041797446, 48.13047003668235], [-1.656642969163242, 48.13122465443952], [-1.656683907538176, 48.132217594200945], [-1.656607974301219, 48.132396592930476], [-1.656615333968546, 48.13251563981045], [-1.656620113788029, 48.13265053076255], [-1.656633980988996, 48.13276119659414], [-1.656657484819824, 48.13284930635199], [-1.65668629673878, 48.132940893751325], [-1.656742919691595, 48.13304447736859], [-1.656820795113581, 48.13319544943041], [-1.656882876938758, 48.13328787409151], [-1.656950614029332, 48.13337729182549], [-1.657020375899882, 48.133460169689684], [-1.657138201151865, 48.133572642225325], [-1.657288806589851, 48.13369609683272], [-1.657414186958761, 48.1337807386923], [-1.657560812483955, 48.1338739425861], [-1.657968499098813, 48.13407277048509], [-1.658787853355004, 48.13449504735096], [-1.659058952833086, 48.134660821825975], [-1.659242613893092, 48.13477667663117], [-1.659463847947382, 48.13497763062932], [-1.659619649851349, 48.13512510329335], [-1.659787279753168, 48.13532309920665], [-1.66027531843931, 48.135793509933336], [-1.660359926304708, 48.13587250390618], [-1.660483227462827, 48.135962840624074], [-1.660592487624289, 48.13603986888523], [-1.660712171732921, 48.13610472494227], [-1.660867130421283, 48.13618019615862], [-1.66100691044918, 48.13623845834852], [-1.661102275166862, 48.13627094130989], [-1.661133401181764, 48.13628226072505], [-1.661309948145016, 48.13633758124098], [-1.661486721817675, 48.136373761946636], [-1.661620793574965, 48.13639564113777], [-1.661767875878922, 48.136411729864996], [-1.661995002801776, 48.13643015576076], [-1.662761592075713, 48.136454008289995]]]}";circ_apais_amgt_velo.636;636;;bande cyclable;double-sens;non;35238;1992;
48.0906295102, -1.66830082597;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.668287941996392, 48.09094743740567], [-1.668313709940442, 48.09031158308742]]]}";circ_apais_amgt_velo.641;641;zone de rencontre;;;;35238;;
48.0839242612, -1.64754328684;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.647482286221926, 48.08407474152593], [-1.647503643423439, 48.08397800974754], [-1.647626179366468, 48.08378275075147]]]}";circ_apais_amgt_velo.643;643;zone 30;;;;35238;;
48.1124168622, -1.67736006408;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677337162709551, 48.11241693238691], [-1.677382965449439, 48.11241679206224]]]}";circ_apais_amgt_velo.644;644;zone 30;;;;35238;;
48.0851047224, -1.64522404653;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.645618178554449, 48.085034232708765], [-1.644829914508241, 48.08517521207221]]]}";circ_apais_amgt_velo.645;645;zone de rencontre;;;;35238;;
48.0831784721, -1.6728665349;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.67265921801293, 48.08318275353546], [-1.672807242504288, 48.08318682673091], [-1.672898195737086, 48.08317249566554], [-1.673073962560426, 48.08317255699196]]]}";circ_apais_amgt_velo.646;646;zone de rencontre;;;;35238;;
48.0837634978, -1.68306366305;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.682641433793536, 48.08375575612841], [-1.683485892315691, 48.08377123939003]]]}";circ_apais_amgt_velo.649;649;zone de rencontre;;;;35238;;
48.0809088826, -1.69159861959;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.692566435717531, 48.08096553941161], [-1.692211297449672, 48.080856660383795], [-1.691869722057387, 48.08077036023481], [-1.691593855755449, 48.08077391201924], [-1.691101256803245, 48.08092511495433], [-1.690856413389058, 48.08114331572612], [-1.690744168163401, 48.08129916169205]]]}";circ_apais_amgt_velo.2745;2745;;bande cyclable;double-sens;oui;35238;2013;
48.0833214504, -1.65585820235;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.655842694880922, 48.08367416952888], [-1.655873709828184, 48.08296873131155]]]}";circ_apais_amgt_velo.652;652;zone de rencontre;;;;35238;;
48.0945142984, -1.66855423927;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.66865473611514, 48.09451006342552], [-1.668453742415659, 48.094518533304225]]]}";circ_apais_amgt_velo.654;654;zone de rencontre;;;;35238;;
48.1095992424, -1.68199819307;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.682000057354958, 48.109846512349456], [-1.681999057861389, 48.10971398376883], [-1.681996329191803, 48.10935197239009]]]}";circ_apais_amgt_velo.658;658;zone 30;;;;35238;;
48.1092015398, -1.69514026507;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.694772988873448, 48.10917111890107], [-1.695149982121596, 48.10932496774369], [-1.695163200669618, 48.10931055120687], [-1.695454323999196, 48.10899391470258]]]}";circ_apais_amgt_velo.586;586;zone de rencontre;;;;35238;;
48.1246980673, -1.66527508881;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.666622242583675, 48.12507620331635], [-1.66524743439092, 48.12425383186601], [-1.663974451806868, 48.12520884276458]]]}";circ_apais_amgt_velo.1002;1002;zone 30;;;;35238;;
48.1261150172, -1.65453420323;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.652417094946391, 48.12724347215328], [-1.654696130561704, 48.126008336118616], [-1.655086933021548, 48.12579189422062], [-1.655394067804481, 48.12563034992137], [-1.655646797364077, 48.12551060930599], [-1.655806000051367, 48.12543766422559], [-1.656693306423275, 48.125074325457106]]]}";circ_apais_amgt_velo.1003;1003;;bande cyclable;double-sens;non;35238;2000;P
48.102012529, -1.64182413504;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.64172244405825, 48.10156493816018], [-1.641925826030213, 48.102460119889855]]]}";circ_apais_amgt_velo.1010;1010;zone 30;;;;35238;;
48.1275314002, -1.63053487669;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.63056350491478, 48.1271271312161], [-1.630614267501308, 48.12736413301543], [-1.630411879309711, 48.12792939259984]]]}";circ_apais_amgt_velo.1012;1012;zone de rencontre;;;;35238;;
48.0906704623, -1.66007681066;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.661168615624762, 48.09113607662885], [-1.661067609344629, 48.091137570517176], [-1.660854850400255, 48.09113772834316], [-1.660718747471009, 48.09112738864774], [-1.660578093729015, 48.09110687106353], [-1.660444456300866, 48.091092556491745], [-1.660263950294615, 48.09107455551123], [-1.660081217679075, 48.09106763753236], [-1.659949999110339, 48.09106520849805], [-1.659828304247488, 48.091053562757956], [-1.659705216882905, 48.09103990089456], [-1.659574639333561, 48.09101329689412], [-1.659507399425793, 48.09099998383208], [-1.65940336319746, 48.09097239377211], [-1.659319838823336, 48.090938115188976], [-1.659260922818028, 48.09090229834905], [-1.659208503228263, 48.09084459257077], [-1.659190605348239, 48.090777467888564], [-1.65920982247045, 48.09071028037307], [-1.659265534302699, 48.0906629686881], [-1.65934945561632, 48.09061676606584], [-1.659411823891193, 48.0905895485349], [-1.659523598560086, 48.090534557562165], [-1.659793352480581, 48.09037476531912], [-1.6601015532098, 48.09013736356564], [-1.660246653046163, 48.09007462305393], [-1.660419635923677, 48.090021294209635], [-1.660943768665717, 48.089978657955626]]]}";circ_apais_amgt_velo.1018;1018;zone de rencontre;;;;35238;;
48.100256993, -1.63729086823;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.636615234570427, 48.10182257365599], [-1.637197798143132, 48.10091379710217], [-1.637292117866934, 48.100773393598594], [-1.637375142467095, 48.10064651082414], [-1.637445149200841, 48.10052745159756], [-1.637479972427308, 48.10043450034369], [-1.637493848667233, 48.10037339013853], [-1.637495369177805, 48.100270609310265], [-1.637449615532379, 48.09960162463467], [-1.637454465476324, 48.09945059350341], [-1.637517624889673, 48.098884349720656], [-1.637622105780272, 48.09857125529959]]]}";circ_apais_amgt_velo.1020;1020;zone 30;;;;35238;;
48.0920447778, -1.66828184718;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.66786804609172, 48.092199593161], [-1.667880745884613, 48.09219479551111], [-1.668602507824662, 48.09192214502007], [-1.668700835940614, 48.09191184355917]]]}";circ_apais_amgt_velo.1022;1022;zone de rencontre;;;;35238;;
48.129825028, -1.69231747037;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.692540578960625, 48.12925509233797], [-1.692094361781968, 48.130394963628895]]]}";circ_apais_amgt_velo.1029;1029;zone 30;piste cyclable;double-sens;non;35238;2011;
48.1113964783, -1.66589811745;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.665621652511316, 48.11036850743328], [-1.665628595528716, 48.11038766620432], [-1.665916641418328, 48.11146563974265], [-1.66592565349598, 48.11150045076015], [-1.666073953129333, 48.11205376420218], [-1.666083380312802, 48.11208826822316], [-1.666172423019702, 48.11242510284718]]]}";circ_apais_amgt_velo.1107;1107;;bande cyclable;sens unique;non;35238;1996;P
48.1111009357, -1.68279983863;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.684110134292871, 48.11117446127316], [-1.683143614059002, 48.111111650945226], [-1.682986749148691, 48.11112068547668], [-1.682698653541719, 48.11108385338001], [-1.682488583010305, 48.111078392234944], [-1.682291210115543, 48.111085156673965], [-1.682115156690148, 48.11108500008897], [-1.681905472884595, 48.111073615570916], [-1.681696860705572, 48.1110267413583], [-1.681512118609266, 48.111006342614736], [-1.681493447900811, 48.11100821923779]]]}";circ_apais_amgt_velo.951;951;aire piétonne;bande cyclable;contre-sens vélo;non;35238;2001;
48.1069470816, -1.67385624748;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.674266759601502, 48.1068947857432], [-1.673445735353672, 48.106999377494496]]]}";circ_apais_amgt_velo.957;957;;bande cyclable;contre-sens vélo;non;35238;2010;
48.124780072, -1.68779636139;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.687624463233939, 48.12481451631872], [-1.687968259553322, 48.124745627654235]]]}";circ_apais_amgt_velo.961;961;zone de rencontre;;;;35238;;
48.1236337714, -1.71143647983;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.711432423938894, 48.123100705308985], [-1.71144053571265, 48.12416683752666]]]}";circ_apais_amgt_velo.964;964;zone 30;;;;35238;;
48.0965078103, -1.64703853843;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.647163242114494, 48.09665802083433], [-1.646913834747405, 48.096357599760154]]]}";circ_apais_amgt_velo.968;968;zone 30;;;;35238;;
48.1124122407, -1.6793131579;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679313103807359, 48.112411236900414], [-1.679313211987701, 48.11241324459952]]]}";circ_apais_amgt_velo.972;972;aire piétonne;;;;35238;;
48.1137049121, -1.67829002311;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679264168153849, 48.11370536404615], [-1.678287171607183, 48.113730166130466], [-1.677317223758252, 48.11365383669906]]]}";circ_apais_amgt_velo.979;979;zone 30;;;;35238;;
48.1086094037, -1.67851491058;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677943250161583, 48.10861312956359], [-1.679081351089478, 48.10860571177727], [-1.679086570991526, 48.10860567775921]]]}";circ_apais_amgt_velo.980;980;aire piétonne;;;;35238;;
48.1233821742, -1.72132136676;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.724177235593747, 48.12198024561204], [-1.724102069431799, 48.122149960366784], [-1.724150772427101, 48.12241158448801], [-1.724180892910242, 48.122647629013606], [-1.724164734638896, 48.12283076573575], [-1.724097349209359, 48.12287367081454], [-1.723814791387217, 48.12287669147107], [-1.723442098410366, 48.12288959324737], [-1.723041270779531, 48.12293051658906], [-1.722721544125857, 48.12297539262886], [-1.722453483399905, 48.123026632814295], [-1.722145672180514, 48.12315439708033], [-1.72181131547602, 48.12335176035781], [-1.721609140915551, 48.123456129328844], [-1.721490769937881, 48.12364574315835], [-1.721448048515243, 48.12377188444957], [-1.721209505800392, 48.123798595443354], [-1.720776762644362, 48.12385348931092], [-1.720593163530664, 48.123899102474], [-1.720366310817394, 48.12399681631713], [-1.720158938675377, 48.12405808614796], [-1.719950007080361, 48.1240991231576], [-1.71972839947212, 48.12410678682388], [-1.719322357469958, 48.12408025596655], [-1.718986827003053, 48.124051286451945], [-1.718762101129823, 48.12401848339305], [-1.718684829277781, 48.12393324857479], [-1.718641088667331, 48.12375894638291], [-1.718668900852442, 48.12359569442257], [-1.718748635699349, 48.123450932858454], [-1.718861189370411, 48.12333884751278], [-1.719198848873824, 48.12300259164233], [-1.71912961688059, 48.12293512134984]]]}";circ_apais_amgt_velo.987;987;;bande cyclable;double-sens;oui;35238;2006;
48.0994898327, -1.68100204556;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.681048319999687, 48.09990708531483], [-1.680955771124472, 48.0990725800692]]]}";circ_apais_amgt_velo.989;989;zone 30;;;;35238;;
48.0828266091, -1.65750537095;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.657499854847927, 48.08299789995676], [-1.657510887051056, 48.0826553182797]]]}";circ_apais_amgt_velo.991;991;zone de rencontre;;;;35238;;
48.1164751634, -1.64569001392;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.64837523916477, 48.115716419191386], [-1.648248113987719, 48.115758641635], [-1.64771673398188, 48.11608225707776], [-1.647625502987796, 48.116131499727786], [-1.647554889933121, 48.11615893972668], [-1.647486076014858, 48.116182380181534], [-1.647375281963018, 48.1162007746083], [-1.645396124679645, 48.11631582357302], [-1.645211732195207, 48.11633333878561], [-1.645064463833041, 48.1163639430335], [-1.644940355234028, 48.116417394831956], [-1.644814289779582, 48.116483856498604], [-1.64471891322542, 48.116539427328895], [-1.643212665630603, 48.11745151978659], [-1.643135095023165, 48.11748941156517], [-1.643111856925868, 48.11752817044938]]]}";circ_apais_amgt_velo.995;995;;route partagée;double-sens;oui;35238;1996;
