Geo Point;Geo Shape;gml_id;objectid;circ_apaisee;type_agt_velo;sens;jalonnement;c_insee;annee_mes;etat
48.1037261198, -1.71206286724;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.712078486957944, 48.1039290967467], [-1.712068297437657, 48.10392933417235], [-1.71205810174545, 48.10392934206948], [-1.712047911944444, 48.10392911994363], [-1.712037738921466, 48.10392866915078], [-1.712027594739642, 48.103927989196535], [-1.712017488945459, 48.103927081491804], [-1.712007435106411, 48.10392594728271], [-1.711997444027295, 48.10392458702753], [-1.711987526676951, 48.10392300297998], [-1.711977695364544, 48.1039211973389], [-1.711967958214199, 48.10391917067243], [-1.711958330297751, 48.10391692596722], [-1.711948818645046, 48.103914466539585], [-1.711939436905551, 48.10391179453345], [-1.711930193367408, 48.10390891231242], [-1.711921100503784, 48.10390582387079], [-1.711912166684817, 48.10390253246996], [-1.711903404383658, 48.103899042104246], [-1.711894822052447, 48.10389535693274], [-1.711886428061306, 48.103891480216866], [-1.711878233625037, 48.10388741690358], [-1.711870248618103, 48.10388317199484], [-1.711862480070261, 48.103878748806956], [-1.71185493801999, 48.10387415413732], [-1.711847630919376, 48.103869392145114], [-1.711840565962182, 48.103864467942095], [-1.711833753186851, 48.1038593883257], [-1.711827198446794, 48.10385415846266], [-1.711820910276075, 48.10384878340985], [-1.71181489469211, 48.103843270129474], [-1.711809158888619, 48.10383762373335], [-1.711803709047032, 48.103831852979155], [-1.711798552279026, 48.10382596208099], [-1.711793694601985, 48.10381995800101], [-1.711789139434646, 48.10381384870907], [-1.711784894052684, 48.103807640214704], [-1.71178096313313, 48.103801339535046], [-1.711777348754369, 48.10379495469486], [-1.711774058110032, 48.10378849080592], [-1.711771093442527, 48.103781957688454], [-1.711768456584166, 48.10377536067401], [-1.711766153716302, 48.103768708520214], [-1.711764185494941, 48.103762008409035], [-1.711762553916417, 48.10375526746745], [-1.711761262399401, 48.10374849366525], [-1.711760310341574, 48.10374169513704], [-1.711759699739263, 48.10373487900981], [-1.711759431248456, 48.103728052465456], [-1.711759505607167, 48.10372122358367], [-1.711759923553399, 48.10371440044404], [-1.711760681722162, 48.10370759039332], [-1.711761782191797, 48.103700801456206], [-1.711763221679339, 48.10369404187712], [-1.711765000676747, 48.10368731704252], [-1.711767114724766, 48.103680637047226], [-1.711769563057068, 48.10367400823033], [-1.711772342308672, 48.10366743793851], [-1.711775449196641, 48.10366093441621], [-1.711778881614324, 48.10365450405743], [-1.711782633516124, 48.10364815431873], [-1.711786702877417, 48.103641892491865], [-1.711791082312297, 48.10363572608829], [-1.711795769796163, 48.103629662399776], [-1.711800759119412, 48.10362370708736], [-1.711806044154464, 48.103617866709854], [-1.711811617515455, 48.10361214877877], [-1.711817475837488, 48.10360656064074], [-1.711823611406642, 48.10360110621626], [-1.711830016837076, 48.10359579301686], [-1.71183668466094, 48.103590627656246], [-1.711843608586682, 48.103585614897725], [-1.711850779724141, 48.103580760512244], [-1.711858189183152, 48.10357607027074], [-1.711865830754218, 48.10357154983425], [-1.71187369538317, 48.103567203178244], [-1.711881772839557, 48.103563036128584], [-1.711890054151244, 48.10355905355847], [-1.711898530264101, 48.103555259443354], [-1.71190719346431, 48.103551657703754], [-1.711916030758808, 48.1035482533777], [-1.711925035774124, 48.10354505033074], [-1.711934195271159, 48.103542050907706], [-1.711943498855495, 48.103539259139], [-1.711952938813367, 48.10353667894515], [-1.711962501905699, 48.10353431267094], [-1.711972178914377, 48.10353216249639], [-1.711981958022681, 48.10353023160912], [-1.711991828590173, 48.10352852134631], [-1.71200178005844, 48.10352703394293], [-1.712011799188436, 48.103525771743776], [-1.712021876680054, 48.10352473603113], [-1.71203200047054, 48.10352392729945], [-1.712042158579156, 48.10352334694083], [-1.712052340283465, 48.103522995394805], [-1.712062534861039, 48.10352287310083], [-1.712072728826777, 48.103522979710554], [-1.712082911540276, 48.10352331656122], [-1.712093072033032, 48.103523881399084], [-1.712103198324316, 48.10352467561637], [-1.71211327936361, 48.10352569606162], [-1.712123303170169, 48.103526944127005], [-1.71213325861145, 48.10352841576337], [-1.712143134965003, 48.103530111410244], [-1.712152919839974, 48.1035320279711], [-1.712162603690177, 48.103534164035075], [-1.712172175465074, 48.10353651645076], [-1.712181622773776, 48.103539082121664], [-1.712190936070091, 48.103541859636906], [-1.71220010564377, 48.10354484579013], [-1.712209120280185, 48.103548035634454], [-1.712217969010772, 48.10355142691622], [-1.712226643383549, 48.103555015476395], [-1.712235133606214, 48.10355879721091], [-1.712243427123778, 48.10356276722781], [-1.712251518246901, 48.10356692215595], [-1.712259397101222, 48.103571256993526], [-1.712267052390021, 48.10357576589591], [-1.712274478423933, 48.10358044549198], [-1.712281665164506, 48.103585288984405], [-1.712288605417986, 48.10359029126153], [-1.712295290650278, 48.103595447266606], [-1.712301713585578, 48.10360075099018], [-1.712307865525715, 48.103606195580085], [-1.712313741957536, 48.10361177581469], [-1.712319335523179, 48.10361748478686], [-1.71232463902882, 48.10362331738491], [-1.712329647633176, 48.103629264796304], [-1.712334355564749, 48.103635322752154], [-1.71233875530159, 48.10364148254982], [-1.712342844929104, 48.103647737960095], [-1.712346618347681, 48.10365408112314], [-1.712350071044083, 48.10366050681737], [-1.712353199517302, 48.10366700617531], [-1.712356000430371, 48.10367357212497], [-1.712358470446313, 48.10368019759434], [-1.712360606146122, 48.10368687461367], [-1.71236240687347, 48.10369359600108], [-1.712363869209335, 48.10370035378683], [-1.712364991239081, 48.10370714174171], [-1.712365772060283, 48.10371394999056], [-1.712366211098623, 48.10372077224927], [-1.71236630903808, 48.10372760128097], [-1.712366062295575, 48.10373442732044], [-1.712365474399787, 48.10374124481642], [-1.712364544612349, 48.10374804568922], [-1.712363274793512, 48.103754820851634], [-1.712361665709283, 48.1037615639645], [-1.712359719383979, 48.10376826773602], [-1.712357437677863, 48.10377492307893], [-1.712354824037609, 48.1037815235442], [-1.71235188040551, 48.103788060942286], [-1.712348610310286, 48.103794529721924], [-1.712345016870517, 48.103800919843124], [-1.712341106377611, 48.103807226542486], [-1.712336880773887, 48.10381344163044], [-1.712332347445022, 48.1038195575954], [-1.712327508497404, 48.10382556804327], [-1.712322371480772, 48.10383146725797], [-1.712316941018145, 48.10383724694003], [-1.712311223236922, 48.103842900530566], [-1.712305225768901, 48.10384842321118], [-1.712298954659477, 48.10385380752524], [-1.712292417376413, 48.10385904685888], [-1.712285620293234, 48.1038641373464], [-1.712278572136025, 48.10386907142129], [-1.712271280536632, 48.10387384426517], [-1.712263753126912, 48.10387845105964], [-1.712256000055341, 48.10388288508101], [-1.712248027613463, 48.10388714156584], [-1.71223984761821, 48.10389121732639], [-1.712231467619453, 48.103895106646554], [-1.712222896589428, 48.10389880465306], [-1.712214145004766, 48.103902308213115], [-1.71220522183772, 48.1039056124534], [-1.712196138905268, 48.10390871418625], [-1.712186905343734, 48.103911610333796], [-1.712177532888088, 48.10391429681064], [-1.71216802933434, 48.103916770593905], [-1.712158407921849, 48.10391902933869], [-1.712148677786973, 48.10392106996715], [-1.712138852251112, 48.10392289103219], [-1.712128940450627, 48.103924489455984], [-1.712118953108298, 48.10392586479902], [-1.712108903381487, 48.10392701381866], [-1.712098800652645, 48.103927936130354], [-1.712088658325217, 48.103928631184694], [-1.712078486957944, 48.1039290967467]]]}";circ_apais_amgt_velo.1358;1358;;bande cyclable;double-sens;non;35238;1998;
48.133669476, -1.67170035051;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.670940275992689, 48.133127505556764], [-1.671352790101272, 48.133132830430746], [-1.671546259310485, 48.13317633434868], [-1.671689916061938, 48.13322420373723], [-1.67179948017063, 48.13327760247922], [-1.671908115602888, 48.133348970060986], [-1.672012226697083, 48.1334476434026], [-1.672092597253818, 48.13356061668392], [-1.672141585645122, 48.13367783805904], [-1.672151426281567, 48.13381016544195], [-1.672121718915699, 48.133941305786394], [-1.672033968840724, 48.13408552619996], [-1.671942382128282, 48.134151779912486], [-1.671825690199241, 48.13420986226237], [-1.671684692393857, 48.13424631482821], [-1.671543646785647, 48.13425105163845], [-1.67139389382836, 48.13423397565536], [-1.671282589823456, 48.13419407300464], [-1.671258638321807, 48.134128817302496]]]}";circ_apais_amgt_velo.1360;1360;zone 30;;;;35238;;
48.1277455144, -1.65879801635;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.659313231364542, 48.127757302537766], [-1.659207770714329, 48.12773859758761], [-1.6582813357866, 48.12775186800426]]]}";circ_apais_amgt_velo.1361;1361;zone 30;;;;35238;;
48.1130344045, -1.67732215144;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.677324894070924, 48.11241534456383], [-1.677321353634403, 48.113145335989884], [-1.677323815396148, 48.11317760873467], [-1.67731829782653, 48.113595348459356], [-1.677316828510237, 48.11365341034929]]]}";circ_apais_amgt_velo.1365;1365;zone 30;bande cyclable;contre-sens vélo;non;35238;2001;
48.1323682591, -1.66962062414;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.669525049616738, 48.132564001818764], [-1.669716198665029, 48.132172516475116]]]}";circ_apais_amgt_velo.1183;1183;zone de rencontre;;;;35238;;
48.1283183262, -1.63687023734;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.636880581722858, 48.12835890432815], [-1.6368598929489, 48.12827774799247]]]}";circ_apais_amgt_velo.1390;1390;zone 30;;;;35238;;
48.1301727394, -1.66457803617;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.664347265540937, 48.130115672303575], [-1.664639754018403, 48.13023939493837], [-1.664779680162856, 48.13009114628461]]]}";circ_apais_amgt_velo.1397;1397;zone de rencontre;;;;35238;;
48.1112905961, -1.69930098025;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.701411474950966, 48.111491034074994], [-1.700197674093203, 48.11133811580086], [-1.699982440928436, 48.11132020113639], [-1.698709807836767, 48.1112382299409], [-1.697628472897922, 48.11117977008396], [-1.697190509386364, 48.111144752576905], [-1.69718545098079, 48.11114419960635]]]}";circ_apais_amgt_velo.1252;1252;;bande cyclable;contre-sens vélo;non;35238;1999;
48.1159565834, -1.69335304164;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.691879776593811, 48.115966689537814], [-1.694826306687778, 48.115946477297705]]]}";circ_apais_amgt_velo.1318;1318;zone 30;;;;35238;;
48.1108657572, -1.70792308962;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.70828646845437, 48.11079154108002], [-1.707559710778823, 48.110939973278086]]]}";circ_apais_amgt_velo.1333;1333;zone 30;;;;35238;;
48.0912545274, -1.63967373641;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.639961767874179, 48.09142720088384], [-1.639532957690035, 48.09125177579565], [-1.639570050838688, 48.090975180341765]]]}";circ_apais_amgt_velo.1337;1337;zone de rencontre;;;;35238;;
48.0980430077, -1.65143687514;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.651900637921211, 48.098146245479796], [-1.650973112350247, 48.097939769977216]]]}";circ_apais_amgt_velo.1346;1346;zone 30;;;;35238;;
48.1165823436, -1.68501764596;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.684142030429068, 48.116334328668664], [-1.684680111015577, 48.11648328688713], [-1.685568362861207, 48.11674138858497], [-1.685892282482718, 48.11683382849472]]]}";circ_apais_amgt_velo.1347;1347;zone 30;bande cyclable;contre-sens vélo;;35238;2009;
48.1163992946, -1.70894726571;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.708009173783934, 48.11635961593118], [-1.708073643094665, 48.116307308017745], [-1.70814791000623, 48.11627857886105], [-1.708277924443312, 48.116280848152215], [-1.709484169864222, 48.116497537947026], [-1.709656559901831, 48.11650987906803], [-1.709907014359588, 48.11647732069183]]]}";circ_apais_amgt_velo.1217;1217;;bande cyclable;double-sens;non;35238;2002;
48.1255269378, -1.65732099014;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.656887484199161, 48.125176901475086], [-1.657036825129508, 48.12529833168189], [-1.657421618711536, 48.12550855539803], [-1.65748221019918, 48.12554610873766], [-1.657522989242835, 48.125601224024166], [-1.657541033799542, 48.125653475493465], [-1.657546490764082, 48.12599394435789]]]}";circ_apais_amgt_velo.1920;1920;zone 30;;;;35238;;
48.0854502923, -1.65180674835;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.65242440052028, 48.0855000053964], [-1.652351303513729, 48.085471445377955], [-1.652145237972331, 48.08543221102894], [-1.651943262486781, 48.08544579315623], [-1.65169708149914, 48.08547621190873], [-1.651515228600139, 48.085462397499015], [-1.651190131568378, 48.08539761338862], [-1.651186112498212, 48.08539688850195]]]}";circ_apais_amgt_velo.1227;1227;aire piétonne;;;;35238;;
48.129044259, -1.70225416908;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.701311179910176, 48.1291708417266], [-1.703197158245892, 48.128917676277005]]]}";circ_apais_amgt_velo.1176;1176;zone 30;;;;35238;;
48.1112141742, -1.67557487603;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.674913730332335, 48.11133947247593], [-1.675398645943044, 48.1112497154257], [-1.676235399608971, 48.11108561189207]]]}";circ_apais_amgt_velo.1155;1155;zone 30;bande cyclable;contre-sens vélo;non;35238;2009;
48.0986083173, -1.68969613926;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.688485068177719, 48.09822181505203], [-1.688941909083746, 48.098395848414505], [-1.68982718555852, 48.09864231275337], [-1.690355795409537, 48.09876203466777], [-1.690839897545155, 48.099024859882256], [-1.690881953352096, 48.099047692014025]]]}";circ_apais_amgt_velo.1748;1748;zone 30;;;;35238;;
48.1109858158, -1.67853704347;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679254593822348, 48.11096423791263], [-1.678327117978304, 48.11099215697859], [-1.677819490711527, 48.111007313573694]]]}";circ_apais_amgt_velo.1749;1749;zone 30;;;;35238;;
48.1141335891, -1.67842401583;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.67933177235466, 48.11445587935761], [-1.679195026985079, 48.114435982299035], [-1.679091686727713, 48.11443451067479], [-1.678871076921769, 48.11438482750447], [-1.678625460049789, 48.11421821074374], [-1.677531935355038, 48.1137366166566]]]}";circ_apais_amgt_velo.1753;1753;aire piétonne;;;;35238;;
48.1009030061, -1.6515582223;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.653237856382653, 48.101285790653854], [-1.652728476977054, 48.10121027272762], [-1.652425752054674, 48.10115670292236], [-1.65203322232099, 48.10107101697813], [-1.651628152203301, 48.10097506411964], [-1.651183849054079, 48.10082698518994], [-1.650854549316712, 48.10070538089567], [-1.64990918936809, 48.10039735851168]]]}";circ_apais_amgt_velo.1763;1763;;mixte bus + vélo;sens unique;non;35238;1994;
48.12949777, -1.6644635825;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.665195833395871, 48.12975039262745], [-1.663731331612945, 48.12924514747222]]]}";circ_apais_amgt_velo.1775;1775;zone de rencontre;;;;35238;;
48.1115779487, -1.67273458617;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.672436542305258, 48.1115517369422], [-1.673032630035417, 48.11160416053665]]]}";circ_apais_amgt_velo.4026;4026;zone 30;;;;;;
48.1106709468, -1.67009115449;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.674348766990173, 48.11065644308036], [-1.674121283313214, 48.11067207765251], [-1.665833019732018, 48.110670183799094]]]}";circ_apais_amgt_velo.4013;4013;zone 30;;;;;;
48.1115122101, -1.67230896948;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.672421481503587, 48.11075393893146], [-1.672196457454999, 48.112270481213265]]]}";circ_apais_amgt_velo.4019;4019;zone 30;;;;;;
48.109385735, -1.66469473677;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.664666515854502, 48.10983868735583], [-1.66472295769421, 48.108932782699874]]]}";circ_apais_amgt_velo.4003;4003;zone de rencontre;;;;;;
48.1318842052, -1.69401816319;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.693975553924437, 48.1317206210407], [-1.694060772453007, 48.13204778926013]]]}";circ_apais_amgt_velo.667;667;zone de rencontre;;;;35238;;
48.1152345051, -1.67773325429;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.67773212953947, 48.11554811234828], [-1.677734251145981, 48.114956553978224], [-1.67773437918323, 48.11492089778162]]]}";circ_apais_amgt_velo.669;669;aire piétonne;;;;35238;;
48.140832378, -1.65948318714;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.660191203073537, 48.140683990141255], [-1.660030942181779, 48.14068336324367], [-1.659908435532078, 48.14069976870127], [-1.659840162268779, 48.14072488019746], [-1.65942800178895, 48.14089979865916], [-1.659348104876751, 48.14091249549337], [-1.658764809666091, 48.140933773944916]]]}";circ_apais_amgt_velo.138;138;zone 30;;;;35238;;
48.0996033999, -1.67928046921;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679342697366218, 48.10002094942364], [-1.679218241053462, 48.099185850474676]]]}";circ_apais_amgt_velo.155;155;zone 30;;;;35238;;
48.1275529624, -1.6326782081;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.632851242985908, 48.12777142667919], [-1.632717804938578, 48.12765543120301], [-1.632643183624708, 48.1275649087978], [-1.632601414319472, 48.12744756378152], [-1.632597514762961, 48.127347254923464], [-1.63261525676948, 48.127291576921245]]]}";circ_apais_amgt_velo.626;626;zone 30;;;;35238;;
48.0954509898, -1.68982775509;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.689488851428969, 48.096117880292155], [-1.690166658745332, 48.09478409926979]]]}";circ_apais_amgt_velo.1386;1386;;bande cyclable;double-sens;non;35238;2015;R*
48.1315434388, -1.75630524926;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.753385313540397, 48.13025198420552], [-1.753527245734611, 48.130318107615174], [-1.754156694415948, 48.13057819947238], [-1.754691421035081, 48.130776637838196], [-1.755230534024386, 48.13102257653975], [-1.755954725413509, 48.13134431013406], [-1.756719340405778, 48.13171801193383], [-1.757623048183278, 48.13215152385121], [-1.758443099787597, 48.13254676421548], [-1.759189460515733, 48.13291524608919]]]}";circ_apais_amgt_velo.2213;2213;;route partagée;double-sens;oui;35210;2015;
48.1028930954, -1.6603109424;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.660805576527215, 48.10253893172436], [-1.660752620499521, 48.10259553355763], [-1.659805741631104, 48.103234872593646]]]}";circ_apais_amgt_velo.4054;4054;zone de rencontre;;;;;;
48.0911386969, -1.69125582673;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.690584985737912, 48.0910855151687], [-1.691926667713959, 48.09119187869636]]]}";circ_apais_amgt_velo.4045;4045;zone 30;;;;;;
48.1175579258, -1.66831549102;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.668353094406075, 48.11635665378389], [-1.66827788764003, 48.118759197908545]]]}";circ_apais_amgt_velo.4056;4056;zone 30;;;;;;
48.117950057, -1.66756364686;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.668164492327716, 48.11795270607023], [-1.666962801391657, 48.11794740794027]]]}";circ_apais_amgt_velo.4059;4059;zone 30;;;;;;
48.110942973, -1.67925360678;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.679252619745761, 48.11092170818144], [-1.679254593822348, 48.11096423791263]]]}";circ_apais_amgt_velo.1703;1703;zone 30;;;;35238;;
48.1110062946, -1.70759089104;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.707559710778823, 48.110939973278086], [-1.707622071300367, 48.11107261597179]]]}";circ_apais_amgt_velo.1752;1752;zone 30;;;;35238;;
48.0835070547, -1.64994874512;"{""type"": ""MultiLineString"", ""coordinates"": [[[-1.649866602918189, 48.083150675204394], [-1.650030887312817, 48.08386343419899]]]}";circ_apais_amgt_velo.1757;1757;zone 30;;;;35238;;
