niveau géographique;code géographique;libellé géographique;âge regroupé (4 classes d'âges);indicateur de nationalité condensé (Français/Étranger);sexe;NB;population;inter_codegeo1;EPCI;LIBEPCI;NOM_DEPT;NOM_REG;CODE_DEPT;CODE_REG;NATURE_EPCI
COM;35024;Betton;moins de 15 à 24 ans ans;Étrangers;femmes;6.2069189398;6;35024;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35032;Bourgbarré;25 à 54 ans;Français;femmes;818.89977046;819;35032;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35039;Brécé;15 à 24 ans;Étrangers;hommes;0.0;0;35039;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35047;Bruz;15 à 24 ans;Français;femmes;1519.3916925;1519;35047;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35189;Montgermont;25 à 54 ans;Français;hommes;563.0;563;35189;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35189;Montgermont;55 ans ou plus;Étrangers;hommes;2.0;2;35189;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35208;Orgères;15 à 24 ans;Français;hommes;246.24992908;246;35208;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35315;Saint-Sulpice-la-Forêt;25 à 54 ans;Français;hommes;260.84869432;261;35315;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35315;Saint-Sulpice-la-Forêt;55 ans ou plus;Français;femmes;195.37250384;195;35315;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35334;Thorigné-Fouillard;moins de 15 à 24 ans ans;Étrangers;hommes;10.0;10;35334;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
COM;35353;Vezin-le-Coquet;moins de 15 à 24 ans ans;Français;hommes;399.6704499;400;35353;243500139;CA Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE;35;53;CA
