Geo Point;Geo Shape;ID;Zone tarifaire;Tarif 15';Tarif 30';Tarif 1h;Tarif 1h30;Tarif 2h;Tarif 3h;Tarif 4h
48.1200092908, -1.68857122003;"{""type"": ""LineString"", ""coordinates"": [[-1.689030389066704, 48.12003610375671], [-1.688916025824609, 48.120156729542025], [-1.688077878830697, 48.119829658860375]]}";6714;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1209474767, -1.68462938652;"{""type"": ""LineString"", ""coordinates"": [[-1.685614939316452, 48.12134829477756], [-1.683643833714867, 48.12054665870117]]}";6724;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1208137559, -1.68547150855;"{""type"": ""LineString"", ""coordinates"": [[-1.685884596632254, 48.121284475736154], [-1.685058420463621, 48.120343036038534]]}";6727;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.120139669, -1.68563006507;"{""type"": ""LineString"", ""coordinates"": [[-1.685944433738798, 48.120195538653846], [-1.685315696396169, 48.12008379928492]]}";6730;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1193527891, -1.68693481286;"{""type"": ""LineString"", ""coordinates"": [[-1.687581337102318, 48.11846381689099], [-1.687430055408474, 48.1188047689143], [-1.686209022922285, 48.12019096918325]]}";6737;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1113856062, -1.68934771069;"{""type"": ""LineString"", ""coordinates"": [[-1.689842896376884, 48.11144748324353], [-1.689327893022499, 48.11128061944456], [-1.689236488938703, 48.111277671070056], [-1.689166501632254, 48.111291015729414], [-1.689105681971686, 48.11132687397296], [-1.689063996606973, 48.11136958042815], [-1.68904949021769, 48.11142929835135], [-1.689056589135476, 48.11153867870968], [-1.689113170805957, 48.11164413350933]]}";6650;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1134134383, -1.68870715628;"{""type"": ""LineString"", ""coordinates"": [[-1.688641413038041, 48.113042092], [-1.688692168644508, 48.113174296204804], [-1.688710569054738, 48.11325136334107], [-1.688729819801469, 48.11338790325642], [-1.688729469277403, 48.11353439833652], [-1.688713365286816, 48.113683060411674], [-1.688682041213467, 48.11378962009471]]}";6671;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1150553534, -1.6891812181;"{""type"": ""LineString"", ""coordinates"": [[-1.689250494113962, 48.114977762450536], [-1.689111942091691, 48.11513294435482]]}";6683;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1159173092, -1.69015738555;"{""type"": ""LineString"", ""coordinates"": [[-1.690837307979213, 48.1161901670424], [-1.689477463123571, 48.1156444514233]]}";6688;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1164174176, -1.68945548313;"{""type"": ""LineString"", ""coordinates"": [[-1.690310042025565, 48.1167563977933], [-1.688600924229787, 48.11607843737804]]}";6692;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1166574126, -1.68920158719;"{""type"": ""LineString"", ""coordinates"": [[-1.689345612539716, 48.1164997189519], [-1.689057561840331, 48.11681510623927]]}";6695;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1179947982, -1.68924388754;"{""type"": ""LineString"", ""coordinates"": [[-1.689529647423593, 48.117676071512264], [-1.688958127664584, 48.11831352494726]]}";6699;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1175568433, -1.68942494967;"{""type"": ""LineString"", ""coordinates"": [[-1.689515799214861, 48.11759271489696], [-1.68933410011944, 48.117520971658145]]}";6700;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1168677496, -1.68757095606;"{""type"": ""LineString"", ""coordinates"": [[-1.688277316277283, 48.1160685530238], [-1.68686459583286, 48.117666946174026]]}";6704;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1159079954, -1.67086926334;"{""type"": ""LineString"", ""coordinates"": [[-1.67095481163851, 48.11625812790249], [-1.670783715034953, 48.11555786298519]]}";6622;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1152634218, -1.66829375754;"{""type"": ""LineString"", ""coordinates"": [[-1.670627629373323, 48.11546664683336], [-1.669989454372081, 48.115413449431614], [-1.669150155377943, 48.11538837118668], [-1.668637312561289, 48.115347207474855], [-1.667801674210636, 48.11524047116044], [-1.667243256095072, 48.115089100147536], [-1.665964762323846, 48.115045621125184]]}";6623;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1016245395, -1.67718725703;"{""type"": ""LineString"", ""coordinates"": [[-1.677028968731398, 48.10162487649773], [-1.677345545338468, 48.10162420242618]]}";6626;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1016063131, -1.67923805394;"{""type"": ""LineString"", ""coordinates"": [[-1.679356249485123, 48.10160503117409], [-1.679119858385239, 48.1016075949325]]}";6628;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1008259476, -1.67691096453;"{""type"": ""LineString"", ""coordinates"": [[-1.677407981506806, 48.100764720580216], [-1.676413947550879, 48.100887174717165]]}";6632;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1008383194, -1.67940319338;"{""type"": ""LineString"", ""coordinates"": [[-1.679488166114891, 48.10154534546163], [-1.6793182206456, 48.10013129335861]]}";6635;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1011745248, -1.67955381422;"{""type"": ""LineString"", ""coordinates"": [[-1.679597214237489, 48.10146457265061], [-1.679510414205685, 48.100884477012514]]}";6636;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1001471608, -1.67718241525;"{""type"": ""LineString"", ""coordinates"": [[-1.678210842143887, 48.100080713804346], [-1.676153988362333, 48.10021360783551]]}";6640;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.0951279292, -1.67460445063;"{""type"": ""LineString"", ""coordinates"": [[-1.674548797287271, 48.09480833922978], [-1.67466010396725, 48.095447519202]]}";6643;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1043847393, -1.68822057253;"{""type"": ""LineString"", ""coordinates"": [[-1.688217728588446, 48.1046803898742], [-1.688223416479974, 48.104089088724365]]}";300;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1050644985, -1.69106959394;"{""type"": ""LineString"", ""coordinates"": [[-1.691441330092115, 48.10500643106252], [-1.691170976313504, 48.10503120191668], [-1.690702388841826, 48.10514912815798]]}";263;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.117996693, -1.67289217372;"{""type"": ""LineString"", ""coordinates"": [[-1.673122948462582, 48.11792829537751], [-1.672661398969742, 48.11806509055877]]}";666;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.110167958, -1.66279716857;"{""type"": ""LineString"", ""coordinates"": [[-1.661571959396102, 48.11017218314243], [-1.664022377749218, 48.11016373286606]]}";5201;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1040041516, -1.67598181262;"{""type"": ""LineString"", ""coordinates"": [[-1.67688077487931, 48.10387571269593], [-1.675082850350704, 48.10413259042855]]}";201;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1098287077, -1.69291884194;"{""type"": ""LineString"", ""coordinates"": [[-1.692819488114621, 48.11055960021888], [-1.693018195757942, 48.10909781515631]]}";1936;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1123799613, -1.67418787046;"{""type"": ""LineString"", ""coordinates"": [[-1.674865990986145, 48.112381123981336], [-1.674140554363907, 48.11238449069078], [-1.673787661930388, 48.11237512181949], [-1.673509820126602, 48.11237033445466]]}";226;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1101764559, -1.66069021011;"{""type"": ""LineString"", ""coordinates"": [[-1.659923636882862, 48.11017891997704], [-1.661456783338763, 48.110173991728686]]}";5200;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1100093939, -1.65909453631;"{""type"": ""LineString"", ""coordinates"": [[-1.658379298463815, 48.11001262819782], [-1.659809774163312, 48.11000615958426]]}";5198;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1018730665, -1.67770501954;"{""type"": ""LineString"", ""coordinates"": [[-1.677796576178414, 48.10186218875354], [-1.677613462900293, 48.10188394416775]]}";5195;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1194484959, -1.67067351152;"{""type"": ""LineString"", ""coordinates"": [[-1.670775403486521, 48.119766341529804], [-1.670642578406068, 48.119371767396785], [-1.670587050154179, 48.11912631992931]]}";6184;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1076333645, -1.68202528776;"{""type"": ""LineString"", ""coordinates"": [[-1.681948476426751, 48.10775297469906], [-1.682080917225955, 48.107550297470304], [-1.682090067432243, 48.107508700507694]]}";87;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1095931797, -1.68207988378;"{""type"": ""LineString"", ""coordinates"": [[-1.682083550361352, 48.10945488118315], [-1.682076217208142, 48.10973147824124]]}";62;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1119788524, -1.68420443561;"{""type"": ""LineString"", ""coordinates"": [[-1.684302862669437, 48.11205647136147], [-1.684106008552767, 48.111901233371185]]}";44;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1181051626, -1.67769137753;"{""type"": ""LineString"", ""coordinates"": [[-1.677455571434797, 48.11877675596343], [-1.6775552823608, 48.11845173714472], [-1.677733736264255, 48.11799300100445], [-1.677940418479531, 48.11743801050031]]}";2;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1075044807, -1.67857790544;"{""type"": ""LineString"", ""coordinates"": [[-1.6788287228853, 48.10750208967746], [-1.678327087994263, 48.10750687166574]]}";100;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1130395975, -1.68444430668;"{""type"": ""LineString"", ""coordinates"": [[-1.684938840639745, 48.112930400879264], [-1.684826751188214, 48.112953306560506], [-1.684616772217707, 48.11299862015999], [-1.684462119122936, 48.11302298472646], [-1.684433003405343, 48.11301444734633], [-1.68429399050327, 48.11305733685085], [-1.683962817414508, 48.113192566213705]]}";12;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1074936612, -1.67964570909;"{""type"": ""LineString"", ""coordinates"": [[-1.679865477721653, 48.107491312044374], [-1.679425940456384, 48.10749601040078]]}";99;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1083035572, -1.68359784081;"{""type"": ""LineString"", ""coordinates"": [[-1.684027367216542, 48.108431766783326], [-1.683168314399909, 48.108175347592066]]}";79;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1090642749, -1.68472155609;"{""type"": ""LineString"", ""coordinates"": [[-1.684749698537862, 48.10952547372845], [-1.684693413650968, 48.10860307611945]]}";60;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1108685936, -1.68591428171;"{""type"": ""LineString"", ""coordinates"": [[-1.685765144697584, 48.11057599714445], [-1.686063418723578, 48.11116119000945]]}";361;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1123380501, -1.68401133751;"{""type"": ""LineString"", ""coordinates"": [[-1.68381882388116, 48.11242564960604], [-1.684203851130264, 48.11225045061403]]}";31;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1128595355, -1.67360691471;"{""type"": ""LineString"", ""coordinates"": [[-1.674113776066357, 48.113293050350414], [-1.6738163631103, 48.113031640988915], [-1.673710249207268, 48.11289948417811], [-1.673594561672133, 48.11278194342614], [-1.673382543578769, 48.112660556895776], [-1.673040620900063, 48.11251501599657]]}";223;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1024738695, -1.67989927145;"{""type"": ""LineString"", ""coordinates"": [[-1.679053393939756, 48.10258752020968], [-1.680745148956055, 48.10236021871572]]}";340;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1128844927, -1.68432270394;"{""type"": ""LineString"", ""coordinates"": [[-1.684765283447699, 48.11270765549351], [-1.684531289661297, 48.11281096678682], [-1.684197939216355, 48.1129176853863], [-1.684115690731894, 48.1129586271619], [-1.684061818260019, 48.11299858775264], [-1.68388168118374, 48.11306193857335]]}";14;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1103032179, -1.66838011415;"{""type"": ""LineString"", ""coordinates"": [[-1.669269941088535, 48.11030306993486], [-1.667490287204902, 48.110303365818524]]}";240;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1101973636, -1.6821018716;"{""type"": ""LineString"", ""coordinates"": [[-1.681248197016924, 48.110198033219504], [-1.68295554618099, 48.110196693892696]]}";39;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1143035547, -1.67734752044;"{""type"": ""LineString"", ""coordinates"": [[-1.67735962607803, 48.11378389665738], [-1.677356619344986, 48.11411750907902], [-1.677337973788118, 48.11443260438706], [-1.677339319548979, 48.114823250679336]]}";22;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1179891479, -1.67366843707;"{""type"": ""LineString"", ""coordinates"": [[-1.673855057670037, 48.117982766284136], [-1.673481816462953, 48.11799552958225]]}";4;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1136847537, -1.68670810862;"{""type"": ""LineString"", ""coordinates"": [[-1.686625332026835, 48.11366049635715], [-1.686790885209038, 48.11370901097326]]}";358;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1128105259, -1.67826285278;"{""type"": ""LineString"", ""coordinates"": [[-1.678270814471451, 48.112531868978806], [-1.678254891088488, 48.11308918273695]]}";244;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1067886416, -1.66992828496;"{""type"": ""LineString"", ""coordinates"": [[-1.670231776100004, 48.10683714698747], [-1.669624793828263, 48.10674013623562]]}";285;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.112940916, -1.68004451531;"{""type"": ""LineString"", ""coordinates"": [[-1.680053524682397, 48.11314325177813], [-1.680035505946227, 48.112738580304956]]}";338;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1022677724, -1.68146622884;"{""type"": ""LineString"", ""coordinates"": [[-1.681276131682232, 48.10229460921056], [-1.681656326006347, 48.10224093553195]]}";341;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1072589252, -1.66699014135;"{""type"": ""LineString"", ""coordinates"": [[-1.667163719762762, 48.107281913954374], [-1.666888261798326, 48.107250676766384], [-1.666824649639753, 48.1072122052974]]}";339;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1078238758, -1.68714533787;"{""type"": ""LineString"", ""coordinates"": [[-1.687487182152656, 48.108533630594415], [-1.686803493594859, 48.10711412099456]]}";331;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.116348719, -1.67776038153;"{""type"": ""LineString"", ""coordinates"": [[-1.677754662845348, 48.1170418552262], [-1.677766100222488, 48.11565558287377]]}";276;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1029376198, -1.68326696569;"{""type"": ""LineString"", ""coordinates"": [[-1.683370934326555, 48.10297469849918], [-1.683162997046738, 48.10290054117754]]}";351;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1048843273, -1.68840305675;"{""type"": ""LineString"", ""coordinates"": [[-1.688386534986588, 48.105333905422015], [-1.688419578504489, 48.10443474907802]]}";266;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1083574275, -1.68550155321;"{""type"": ""LineString"", ""coordinates"": [[-1.686008060824718, 48.108273937891504], [-1.684995045592806, 48.1084409170724]]}";329;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1017282454, -1.69188556284;"{""type"": ""LineString"", ""coordinates"": [[-1.691821231958194, 48.10189909520089], [-1.691949893713574, 48.101557395520366]]}";4583;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1061615011, -1.6925992772;"{""type"": ""LineString"", ""coordinates"": [[-1.692958112281174, 48.10618047748321], [-1.692240442120649, 48.106142524681246]]}";4902;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1088341882, -1.67286186968;"{""type"": ""LineString"", ""coordinates"": [[-1.672860558359377, 48.10879457049873], [-1.672863180997648, 48.108873805964485]]}";4531;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1118459924, -1.66136791628;"{""type"": ""LineString"", ""coordinates"": [[-1.661370378748762, 48.11181760146975], [-1.661365453813029, 48.111874383365915]]}";3534;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1120870162, -1.66200225766;"{""type"": ""LineString"", ""coordinates"": [[-1.662306497295467, 48.112003280211006], [-1.661698018020395, 48.11217075221995]]}";3531;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1134973911, -1.6832606945;"{""type"": ""LineString"", ""coordinates"": [[-1.683879859987553, 48.11324696724801], [-1.683589083778374, 48.11335222449033], [-1.683328146334734, 48.11347551806837], [-1.683023166247478, 48.11358125948176], [-1.682749478254931, 48.11372405032564], [-1.682653766281874, 48.11377497892904]]}";13;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1113939617, -1.66105347286;"{""type"": ""LineString"", ""coordinates"": [[-1.661169074346381, 48.11148223097274], [-1.660937871378383, 48.11130569237358]]}";3535;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1121049202, -1.66126204876;"{""type"": ""LineString"", ""coordinates"": [[-1.661470980989034, 48.112196122491326], [-1.66120785963666, 48.11226741261652], [-1.661132437831938, 48.11214518175873], [-1.661389666154784, 48.11207547867284], [-1.661306775694835, 48.11193738472555], [-1.661053676383618, 48.11200826826572]]}";3533;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1083299691, -1.66970004137;"{""type"": ""LineString"", ""coordinates"": [[-1.669772911606664, 48.10835161323268], [-1.669627171137826, 48.10830832504918]]}";4523;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.105427977, -1.68543262118;"{""type"": ""LineString"", ""coordinates"": [[-1.685876210315862, 48.105458230121144], [-1.684989032034729, 48.10539772384674]]}";260;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1050480042, -1.69191182082;"{""type"": ""LineString"", ""coordinates"": [[-1.692185693987746, 48.105078378004826], [-1.691637947651498, 48.105017630380345]]}";264;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.115161617, -1.68415021679;"{""type"": ""LineString"", ""coordinates"": [[-1.6843370249181, 48.11518667182695], [-1.683963408668117, 48.115136562121506]]}";267;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1062743276, -1.66779284431;"{""type"": ""LineString"", ""coordinates"": [[-1.668039366147372, 48.10634441256636], [-1.667546322466196, 48.10620424259131]]}";286;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1196666147, -1.68340308957;"{""type"": ""LineString"", ""coordinates"": [[-1.684240953869191, 48.11906310728541], [-1.682565225262122, 48.120270122017224]]}";6554;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1112048173, -1.68767112121;"{""type"": ""LineString"", ""coordinates"": [[-1.688444098816287, 48.11119967911028], [-1.688157235258384, 48.111187871152346], [-1.687565049633727, 48.11118179548428], [-1.686901451613217, 48.111272644744155]]}";1930;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1112160735, -1.67713552445;"{""type"": ""LineString"", ""coordinates"": [[-1.677225804245104, 48.110999658231854], [-1.677223558279799, 48.11124986978004], [-1.676993191115617, 48.11130777949252], [-1.676907555431743, 48.111309801235564]]}";216;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1111416382, -1.687649933;"{""type"": ""LineString"", ""coordinates"": [[-1.688457388219198, 48.11112526650206], [-1.687583944725121, 48.11111387025452], [-1.686846633897692, 48.111221154978985]]}";1931;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1102842469, -1.67153987603;"{""type"": ""LineString"", ""coordinates"": [[-1.671682163144756, 48.11028304334151], [-1.671397588909605, 48.110285450510226]]}";5538;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1114977985, -1.67223511131;"{""type"": ""LineString"", ""coordinates"": [[-1.672111914520377, 48.11221135063753], [-1.672358308097006, 48.11078424644308]]}";650;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1181606871, -1.6852408831;"{""type"": ""LineString"", ""coordinates"": [[-1.685102451349428, 48.11838089689427], [-1.685379314851175, 48.11794047721232]]}";6559;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1106988258, -1.66882513994;"{""type"": ""LineString"", ""coordinates"": [[-1.669391553534751, 48.11069750657041], [-1.668258726340866, 48.11070014501688]]}";3210;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1106348508, -1.66678920442;"{""type"": ""LineString"", ""coordinates"": [[-1.666939057332331, 48.11063390331876], [-1.666639351498505, 48.11063579819149]]}";3234;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1111651752, -1.66768146586;"{""type"": ""LineString"", ""coordinates"": [[-1.667662458883627, 48.111246963147984], [-1.667700472838223, 48.11108338732016]]}";3216;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1109579495, -1.66772660409;"{""type"": ""LineString"", ""coordinates"": [[-1.667709526192017, 48.11103281231633], [-1.6677436819957, 48.110883086601355]]}";3217;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1107015818, -1.66733792162;"{""type"": ""LineString"", ""coordinates"": [[-1.667418815246003, 48.11070115090193], [-1.66725702799416, 48.110702012661115]]}";3223;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1108190624, -1.66694559185;"{""type"": ""LineString"", ""coordinates"": [[-1.666930262111995, 48.11089442448145], [-1.666960921594991, 48.11074370024265]]}";3225;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1111100564, -1.66695914748;"{""type"": ""LineString"", ""coordinates"": [[-1.66695397762222, 48.11113765195051], [-1.666964317347176, 48.111082460919654]]}";3226;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1105402123, -1.66709670417;"{""type"": ""LineString"", ""coordinates"": [[-1.667084486468397, 48.11060289668988], [-1.667108921867021, 48.11047752784521]]}";3228;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1107046321, -1.66671458613;"{""type"": ""LineString"", ""coordinates"": [[-1.66691986970998, 48.11070428774597], [-1.66650930255558, 48.110704976366186]]}";3232;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1109274572, -1.66430170461;"{""type"": ""LineString"", ""coordinates"": [[-1.664287821148588, 48.11085268372043], [-1.664315588063195, 48.11100223074214]]}";3243;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1108720459, -1.6658439389;"{""type"": ""LineString"", ""coordinates"": [[-1.665831834786873, 48.11082267337729], [-1.665856043005657, 48.110921418333845]]}";3235;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1104628237, -1.66429527795;"{""type"": ""LineString"", ""coordinates"": [[-1.664286338082002, 48.11041121384585], [-1.664304217811295, 48.110514433616]]}";3240;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1118302818, -1.66446097389;"{""type"": ""LineString"", ""coordinates"": [[-1.664395662057565, 48.111462446201365], [-1.664526285719343, 48.112198117402826]]}";3247;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1124244814, -1.66456456161;"{""type"": ""LineString"", ""coordinates"": [[-1.664539093884797, 48.11227674827199], [-1.664590029335822, 48.11257221455554]]}";3248;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1124209416, -1.66345280015;"{""type"": ""LineString"", ""coordinates"": [[-1.663411585090283, 48.112169902057005], [-1.663494015205736, 48.11267198117817]]}";3251;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1106127343, -1.66325217891;"{""type"": ""LineString"", ""coordinates"": [[-1.663289287324206, 48.11084200771894], [-1.663215070486739, 48.11038346097589]]}";3258;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1127077258, -1.66290264038;"{""type"": ""LineString"", ""coordinates"": [[-1.662858018319016, 48.112623708940475], [-1.662947262445981, 48.112791742560205]]}";3272;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1125097192, -1.66280000623;"{""type"": ""LineString"", ""coordinates"": [[-1.662761038075347, 48.1124331019579], [-1.662838974376526, 48.112586336471324]]}";3273;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086945545, -1.66927590752;"{""type"": ""LineString"", ""coordinates"": [[-1.668834365030389, 48.108563385503246], [-1.669717450006592, 48.108825723412984]]}";4506;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1083846792, -1.67005057839;"{""type"": ""LineString"", ""coordinates"": [[-1.670101046009961, 48.10839950863162], [-1.670000110771777, 48.10836984982377]]}";4521;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1092370167, -1.67286391187;"{""type"": ""LineString"", ""coordinates"": [[-1.672860938406528, 48.10917276721699], [-1.672866885338634, 48.10930126611378]]}";4533;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1086981707, -1.67091722705;"{""type"": ""LineString"", ""coordinates"": [[-1.671010132977341, 48.108725627953426], [-1.670824321115853, 48.108670713491044]]}";4516;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1091469119, -1.67060829778;"{""type"": ""LineString"", ""coordinates"": [[-1.670127412043068, 48.10900199216362], [-1.67108918352156, 48.10929183157129]]}";4511;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1183275873, -1.68462950594;"{""type"": ""LineString"", ""coordinates"": [[-1.684967772625159, 48.11842691337249], [-1.684291239252674, 48.11822826123517]]}";6556;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1206431231, -1.68824484094;"{""type"": ""LineString"", ""coordinates"": [[-1.688885290943111, 48.120890274793695], [-1.687604390942369, 48.12039597138624]]}";6717;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.122145006, -1.68750020395;"{""type"": ""LineString"", ""coordinates"": [[-1.687605455779954, 48.12218725368739], [-1.687394952115187, 48.12210275839678]]}";6723;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1215005365, -1.68613354346;"{""type"": ""LineString"", ""coordinates"": [[-1.686222105732002, 48.121534692440044], [-1.686044981185112, 48.12146638052283]]}";6725;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1199615971, -1.6846436296;"{""type"": ""LineString"", ""coordinates"": [[-1.684773037466236, 48.12004406038396], [-1.684514221725397, 48.119879133858774]]}";6731;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1198877952, -1.684657433;"{""type"": ""LineString"", ""coordinates"": [[-1.684789386921103, 48.1199732066938], [-1.684525479085057, 48.11980238374041]]}";6732;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1197633667, -1.68728980244;"{""type"": ""LineString"", ""coordinates"": [[-1.68766069342764, 48.11990769876512], [-1.686918911442967, 48.11961903463972]]}";6733;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1198017283, -1.68722834401;"{""type"": ""LineString"", ""coordinates"": [[-1.687605394984176, 48.119951150210085], [-1.686851293029857, 48.11965230642674]]}";6734;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1199275472, -1.68651854214;"{""type"": ""LineString"", ""coordinates"": [[-1.68628623913303, 48.12020479717918], [-1.68675084515455, 48.119650297154024]]}";6735;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
