Geo Point;Geo Shape;ID;Zone tarifaire;Tarif 15';Tarif 30';Tarif 1h;Tarif 1h30;Tarif 2h;Tarif 3h;Tarif 4h
48.1117990569, -1.6660884478;"{""type"": ""LineString"", ""coordinates"": [[-1.666047611654438, 48.111648728934895], [-1.666129283953627, 48.11194938481071]]}";3238;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1114484529, -1.66328297608;"{""type"": ""LineString"", ""coordinates"": [[-1.663303068265726, 48.11155253725694], [-1.663262883885557, 48.11134436858555]]}";3256;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1122569145, -1.6625436108;"{""type"": ""LineString"", ""coordinates"": [[-1.66249759327867, 48.11216532533003], [-1.662589628327443, 48.112348503705284]]}";3269;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1110626394, -1.66589427657;"{""type"": ""LineString"", ""coordinates"": [[-1.665868915882811, 48.11096521940922], [-1.665919637251279, 48.11116005945081]]}";3236;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1106321517, -1.66845788596;"{""type"": ""LineString"", ""coordinates"": [[-1.668649536666202, 48.110631787390886], [-1.668266235262465, 48.11063251595758]]}";3214;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1109857342, -1.66439312635;"{""type"": ""LineString"", ""coordinates"": [[-1.664381027118646, 48.11090707369276], [-1.664405225588386, 48.11106439478034]]}";3242;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1119323682, -1.66346059195;"{""type"": ""LineString"", ""coordinates"": [[-1.663470325094679, 48.112000634509926], [-1.663450858802149, 48.11186410181102]]}";3252;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1119893202, -1.66253436781;"{""type"": ""LineString"", ""coordinates"": [[-1.662501654629737, 48.11192675362763], [-1.66256708099572, 48.11205188677281]]}";3266;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1110870229, -1.66759686547;"{""type"": ""LineString"", ""coordinates"": [[-1.667610548725706, 48.11103112563355], [-1.667583182223803, 48.11114292007338]]}";3220;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1116927234, -1.67112568635;"{""type"": ""LineString"", ""coordinates"": [[-1.671162691125992, 48.111369322331775], [-1.671088681566244, 48.11201612438752]]}";652;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1074063883, -1.67046022289;"{""type"": ""LineString"", ""coordinates"": [[-1.670570777647823, 48.1071316637201], [-1.670349668134772, 48.10768111293503]]}";297;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1156930944, -1.67417645835;"{""type"": ""LineString"", ""coordinates"": [[-1.674232617219851, 48.11541157105397], [-1.674185047738594, 48.11562760461594], [-1.674149769144636, 48.115864647106605], [-1.674115343314804, 48.1159730324053]]}";233;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1166292023, -1.68618123112;"{""type"": ""LineString"", ""coordinates"": [[-1.686060960660633, 48.11681410368858], [-1.686301501588653, 48.11644430098969]]}";6570;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1135848552, -1.67673559582;"{""type"": ""LineString"", ""coordinates"": [[-1.677060377800611, 48.11360676409665], [-1.676410813848347, 48.11356294625231]]}";21;rouge;0.50;1.00;2.00;4.00;10.00;22.00;34.00
48.1153765188, -1.68565047857;"{""type"": ""LineString"", ""coordinates"": [[-1.686714658759735, 48.115537235367725], [-1.684586298388532, 48.115215802147446]]}";6576;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1166434372, -1.68507703032;"{""type"": ""LineString"", ""coordinates"": [[-1.685923263787872, 48.11688170189456], [-1.684230796845496, 48.1164051725034]]}";6568;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1097397412, -1.69274966789;"{""type"": ""LineString"", ""coordinates"": [[-1.69266586413462, 48.11039071814704], [-1.692802102185228, 48.109374038826196], [-1.692809241086997, 48.109086845375025]]}";1935;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1177762349, -1.68282381192;"{""type"": ""LineString"", ""coordinates"": [[-1.683004150091808, 48.117380166710454], [-1.682707750259306, 48.118036897827174], [-1.682631165766032, 48.11816589768172]]}";6561;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1068345096, -1.66763576387;"{""type"": ""LineString"", ""coordinates"": [[-1.66781822652446, 48.106446721003955], [-1.667453301219522, 48.10722229823332]]}";295;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1168969803, -1.68762239087;"{""type"": ""LineString"", ""coordinates"": [[-1.688334163579203, 48.11609074472079], [-1.686910618155253, 48.11770321584814]]}";6703;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1124033408, -1.69046507209;"{""type"": ""LineString"", ""coordinates"": [[-1.690627504672718, 48.11233244413427], [-1.690507769462902, 48.112393785038314], [-1.690297507887581, 48.11246186957704]]}";6668;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1000795788, -1.67880811943;"{""type"": ""LineString"", ""coordinates"": [[-1.679092581284567, 48.100060848695634], [-1.678523657579042, 48.100098308930995]]}";6638;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1158337128, -1.69007458931;"{""type"": ""LineString"", ""coordinates"": [[-1.690914967728811, 48.11616716351683], [-1.689234210898444, 48.11550026198621]]}";6687;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1000383263, -1.67874387101;"{""type"": ""LineString"", ""coordinates"": [[-1.678971058541185, 48.1000238345255], [-1.678516683472192, 48.100052818042684]]}";6639;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1120286538, -1.69094115384;"{""type"": ""LineString"", ""coordinates"": [[-1.690990327042291, 48.11193770957514], [-1.690950262571981, 48.1120232647403], [-1.690883372607465, 48.11211449267959]]}";6667;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.0941375185, -1.67439476822;"{""type"": ""LineString"", ""coordinates"": [[-1.674378572961575, 48.094045197389924], [-1.674410963469882, 48.094229839594995]]}";6642;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1191896571, -1.68894828308;"{""type"": ""LineString"", ""coordinates"": [[-1.689208260170227, 48.11929206408692], [-1.688688305980285, 48.11908725011195]]}";6715;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1022151909, -1.68924593908;"{""type"": ""LineString"", ""coordinates"": [[-1.688641192206143, 48.10299729345292], [-1.689850685947603, 48.101433088278334]]}";3851;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1189989448, -1.6873073126;"{""type"": ""LineString"", ""coordinates"": [[-1.686905724535534, 48.11947919560712], [-1.687483654049822, 48.1188178421559], [-1.687655998126535, 48.11848276345181]]}";6736;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1206723251, -1.68812402471;"{""type"": ""LineString"", ""coordinates"": [[-1.68869331053039, 48.12089325064622], [-1.687554738898468, 48.12045139955316]]}";6716;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1212705989, -1.68763378089;"{""type"": ""LineString"", ""coordinates"": [[-1.687024095904627, 48.12103148160438], [-1.688243465868565, 48.121509716286695]]}";6719;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1088234217, -1.67117918089;"{""type"": ""LineString"", ""coordinates"": [[-1.671212248772493, 48.1089133886401], [-1.671146113007127, 48.108733454722305]]}";4515;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1079201855, -1.66670793088;"{""type"": ""LineString"", ""coordinates"": [[-1.666587201440355, 48.1078841745818], [-1.666828660320668, 48.10795619632641]]}";4496;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1219552908, -1.68715707836;"{""type"": ""LineString"", ""coordinates"": [[-1.687736867721638, 48.12217884532551], [-1.686577289006918, 48.12173173623109]]}";6722;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1225254465, -1.68715079792;"{""type"": ""LineString"", ""coordinates"": [[-1.687147865923485, 48.12259346541457], [-1.687153729915291, 48.12245742749085]]}";6721;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
48.1124633005, -1.66265127173;"{""type"": ""LineString"", ""coordinates"": [[-1.662623587725714, 48.11240911263097], [-1.662678955730577, 48.1125174883376]]}";3270;verte;0.27;0.55;1.09;1.64;2.18;4.50;10.50
