ap_timeo;ap_datemaj;equip_mobilier;equip_banc;equip_eclairage;equip_poubelle;access_pmr;access_li_ok;access_li_nok;Commune (nom);Coordonnées;Commune (code INSEE);Identifiant
2612;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;62;;Vern-sur-Seiche;48.072287, -1.628754;35352;2612
2613;2014-08-12Z;Poteau;NON;NON;NON;OUI;62;;Vern-sur-Seiche;48.067551, -1.625667;35352;2613
2614;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;62;;Vern-sur-Seiche;48.06396, -1.622917;35352;2614
2631;2015-05-12Z;Abri simple;OUI;OUI;OUI;NON;;75;Vern-sur-Seiche;48.047527, -1.598567;35352;2631
2633;2014-08-12Z;Poteau;NON;NON;NON;OUI;75;;Vern-sur-Seiche;48.045114, -1.59861;35352;2633
2634;2014-08-12Z;Poteau;NON;NON;NON;OUI;62;;Vern-sur-Seiche;48.047102, -1.602707;35352;2634
2637;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;62;;Vern-sur-Seiche;48.049663, -1.61536;35352;2637
2712;2014-08-12Z;Abri simple;OUI;NON;NON;NON;;61;Noyal-Châtillon-sur-Seiche;48.06368, -1.66369;35206;2712
2713;2011-08-25Z;Abri simple;OUI;OUI;OUI;NON;;61;Noyal-Châtillon-sur-Seiche;48.068453, -1.665713;35206;2713
2714;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;61;;Noyal-Châtillon-sur-Seiche;48.077187, -1.661021;35206;2714
2717;2014-08-12Z;Poteau;NON;NON;NON;NON;;61;Noyal-Châtillon-sur-Seiche;48.063637, -1.663952;35206;2717
2726;2014-08-12Z;Abri double;OUI;OUI;OUI;OUI;91;;Noyal-Châtillon-sur-Seiche;48.039685, -1.676723;35206;2726
2750;2015-05-12Z;Poteau;NON;NON;NON;OUI;91;;Noyal-Châtillon-sur-Seiche;48.039253, -1.680543;35206;2750
2751;2015-05-12Z;Abri double;OUI;NON;OUI;OUI;91;;Noyal-Châtillon-sur-Seiche;48.03936, -1.679953;35206;2751
2801;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;C4;;Saint-Grégoire;48.135818, -1.693158;35278;2801
2803;2012-03-20Z;Abri provisoire;NON;NON;NON;NON;;12 14 78;Saint-Grégoire;48.137419, -1.68861;35278;2803
2810;2015-02-10Z;Abri simple;OUI;NON;OUI;OUI;36 78;;Saint-Grégoire;48.153808, -1.691979;35278;2810
2812;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;C2;;Saint-Grégoire;48.150852, -1.685834;35278;2812
1611;2013-01-02Z;Abri simple;OUI;OUI;OUI;PARTIEL;9 C6;APIBUS;Rennes;48.105462, -1.688422;35238;1611
1633;2014-09-01Z;Poteau;NON;NON;NON;OUI;11;;Rennes;48.096655, -1.636527;35238;1633
1637;2014-08-19Z;Abri simple;OUI;OUI;OUI;OUI;14 44 C3;;Rennes;48.123062, -1.651491;35238;1637
1655;2015-02-27Z;Poteau;NON;NON;NON;OUI;36;;Rennes;48.129787, -1.673922;35238;1655
1663;2016-09-22Z;Abri provisoire;NON;NON;NON;OUI;41;;Rennes;48.104211, -1.670598;35238;1663
1666;2018-03-15Z;Abri simple;NON;NON;NON;NON;;14;Rennes;48.113351, -1.71357;35238;1666
1672;2018-03-15Z;Poteau;NON;NON;NON;OUI;12;;Rennes;48.128014, -1.707917;35238;1672
1673;2019-03-16Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.131151, -1.703845;35238;1673
1684;2018-03-16Z;Abri simple;OUI;OUI;OUI;NON;;14;Rennes;48.121669, -1.651209;35238;1684
2007;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;C6 31;;Cesson-Sévigné;48.123121, -1.600517;35051;2007
2010;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Cesson-Sévigné;48.12279, -1.610938;35051;2010
2014;2016-05-04Z;Abri simple;OUI;OUI;OUI;OUI;34 31 C6;;Cesson-Sévigné;48.114721, -1.609708;35051;2014
2025;2014-08-12Z;Poteau;NON;NON;NON;OUI;C6;;Cesson-Sévigné;48.121255, -1.609884;35051;2025
2039;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;167 67 C6;;Cesson-Sévigné;48.114462, -1.600472;35051;2039
2040;2014-08-12Z;Abri double;OUI;OUI;OUI;OUI;C6;;Cesson-Sévigné;48.116167, -1.600377;35051;2040
2049;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;34;;Cesson-Sévigné;48.124436, -1.614097;35051;2049
2054;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;34 31;;Cesson-Sévigné;48.123129, -1.601975;35051;2054
2089;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Cesson-Sévigné;48.113572, -1.59052;35051;2089
2101;2015-06-18Z;Abri double;OUI;OUI;OUI;OUI;64;;Cesson-Sévigné;48.131755, -1.597946;35051;2101
2104;2011-08-25Z;Poteau;NON;NON;NON;OUI;67;;Cesson-Sévigné;48.114919, -1.590425;35051;2104
2114;2015-02-10Z;Abri simple;OUI;NON;OUI;OUI;50;;Cesson-Sévigné;48.137351, -1.62275;35051;2114
2130;2018-03-16Z;Poteau provisoire;NON;NON;NON;NON;;38;Cesson-Sévigné;48.108236, -1.600505;35051;2130
2201;2014-12-19Z;Abri simple;OUI;OUI;OUI;OUI;37 13 C6;;Saint-Jacques-de-la-Lande;48.075489, -1.716264;35281;2201
2207;2016-12-27Z;Poteau;NON;NON;NON;OUI;57;;Saint-Jacques-de-la-Lande;48.093689, -1.700128;35281;2207
2214;2011-08-25Z;Abri double;OUI;NON;OUI;OUI;C6 13;;Saint-Jacques-de-la-Lande;48.079869, -1.715526;35281;2214
2216;2014-08-12Z;Poteau;NON;NON;NON;OUI;C5;;Saint-Jacques-de-la-Lande;48.08731, -1.69473;35281;2216
2219;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C5;;Saint-Jacques-de-la-Lande;48.09408, -1.690642;35281;2219
2223;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;57 13;;Saint-Jacques-de-la-Lande;48.067334, -1.716885;35281;2223
2229;2011-12-15Z;Abri simple;OUI;OUI;OUI;OUI;13;;Saint-Jacques-de-la-Lande;48.089432, -1.697947;35281;2229
2237;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;57;;Saint-Jacques-de-la-Lande;48.067372, -1.721674;35281;2237
2244;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;57;;Saint-Jacques-de-la-Lande;48.059907, -1.73445;35281;2244
2253;2014-08-12Z;Poteau;NON;NON;NON;NON;;37;Saint-Jacques-de-la-Lande;48.086647, -1.722185;35281;2253
2264;2014-08-12Z;Poteau;NON;NON;NON;OUI;13 C6;;Saint-Jacques-de-la-Lande;48.082821, -1.713051;35281;2264
2272;2017-01-30Z;Abri provisoire;NON;NON;NON;OUI;72;;Saint-Jacques-de-la-Lande;48.070178, -1.70307;35281;2272
2273;2016-06-15Z;Poteau;NON;NON;NON;NON;;13;Saint-Jacques-de-la-Lande;48.092241, -1.697691;35281;2273
2274;2016-03-11Z;Poteau;NON;NON;NON;NON;;13;Saint-Jacques-de-la-Lande;48.092069, -1.698122;35281;2274
2275;2018-03-30Z;Poteau;NON;NON;NON;;;;Saint-Jacques-de-la-Lande;48.081771, -1.734408;35281;2275
2301;2018-05-15Z;;;;;;;;Bruz;48.024201, -1.744597;35047;2301
2308;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;57;;Bruz;48.041413, -1.754424;35047;2308
2309;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;158 57;;Bruz;48.044622, -1.746502;35047;2309
2315;2018-06-04Z;Abri simple;OUI;OUI;OUI;NON;;158 57;Bruz;48.052197, -1.739488;35047;2315
2319;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;57 158;;Bruz;48.044534, -1.746319;35047;2319
2322;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;57 157 91;;Bruz;48.029465, -1.757995;35047;2322
2332;2014-12-09Z;Abri simple;OUI;OUI;OUI;OUI;57 59 159 90 157;;Bruz;48.019493, -1.744988;35047;2332
2334;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;159 90 57 59 91;;Bruz;48.023814, -1.736056;35047;2334
2337;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;90 91 59 57;;Bruz;48.032956, -1.733031;35047;2337
2339;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;159 57 59 90 91;;Bruz;48.028337, -1.73564;35047;2339
2344;2014-12-09Z;Poteau;NON;NON;NON;OUI;90 159 157 59 57;;Bruz;48.021674, -1.752317;35047;2344
2347;2014-08-12Z;Poteau;NON;NON;NON;PARTIEL;91;63;Bruz;48.004724, -1.775265;35047;2347
2350;2015-05-11Z;Poteau;NON;NON;NON;NON;;91;Bruz;48.029314, -1.719086;35047;2350
2374;2015-02-10Z;Poteau;NON;NON;NON;OUI;57 59 90 157 159 91;;Bruz;48.024146, -1.752978;35047;2374
2376;2015-02-26Z;Abri simple;OUI;OUI;OUI;OUI;57 157;;Bruz;48.035213, -1.757358;35047;2376
2405;2011-12-15Z;Abri simple;OUI;NON;OUI;OUI;78 51 151;;Betton;48.181894, -1.641783;35024;2405
2406;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;71 51 151 94;;Betton;48.181123, -1.637898;35024;2406
2418;2011-12-15Z;Poteau;NON;NON;NON;OUI;51 78 151;;Betton;48.181986, -1.641399;35024;2418
2436;2011-12-15Z;Poteau;NON;NON;NON;NON;;151 71;Betton;48.175974, -1.63946;35024;2436
2449;2011-12-15Z;Poteau;NON;NON;NON;OUI;78;;Betton;48.183594, -1.646306;35024;2449
2453;2013-08-05Z;Poteau;NON;NON;NON;OUI;78;;Betton;48.175463, -1.662268;35024;2453
2454;2014-08-06Z;Abri simple;OUI;OUI;OUI;OUI;78;;Betton;48.183218, -1.654765;35024;2454
2455;2016-12-27Z;Poteau;NON;NON;NON;OUI;78;;Betton;48.183249, -1.654594;35024;2455
2501;2012-03-20Z;Poteau;NON;NON;NON;NON;;54;Le Rheu;48.102436, -1.832289;35240;2501
2502;2012-03-20Z;Abri simple;OUI;NON;OUI;OUI;154 54;;Le Rheu;48.100526, -1.806596;35240;2502
2509;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;55 54 56;;Le Rheu;48.096139, -1.764573;35240;2509
2512;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;55 56 54;;Le Rheu;48.096246, -1.764714;35240;2512
2516;2012-03-20Z;Poteau;NON;NON;NON;OUI;54 76 154;;Le Rheu;48.101845, -1.79502;35240;2516
2520;2012-03-20Z;Poteau;NON;NON;NON;NON;;54;Le Rheu;48.102463, -1.831087;35240;2520
2537;2012-03-09Z;Poteau;NON;NON;NON;OUI;76;;Le Rheu;48.102407, -1.787351;35240;2537
2538;2012-03-09Z;Abri simple;OUI;OUI;OUI;OUI;76;;Le Rheu;48.102271, -1.787379;35240;2538
2541;2016-12-27Z;Poteau;NON;NON;NON;OUI;76;;Le Rheu;48.094422, -1.795931;35240;2541
2542;2016-12-27Z;Abri simple;OUI;OUI;OUI;OUI;76;;Le Rheu;48.094447, -1.795727;35240;2542
2605;2014-08-12Z;Poteau;NON;NON;NON;OUI;62;;Vern-sur-Seiche;48.049414, -1.609809;35352;2605
2608;2015-05-12Z;Poteau;NON;NON;NON;OUI;62;;Vern-sur-Seiche;48.05838, -1.616486;35352;2608
2616;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;62;;Vern-sur-Seiche;48.052587, -1.614072;35352;2616
2635;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;73;;Vern-sur-Seiche;48.038499, -1.602145;35352;2635
2641;2014-08-12Z;Poteau;NON;NON;NON;NON;;73;Vern-sur-Seiche;48.059068, -1.613012;35352;2641
2716;2014-08-12Z;Poteau;NON;NON;NON;NON;;61;Noyal-Châtillon-sur-Seiche;48.068609, -1.66607;35206;2716
2718;2014-08-12Z;Poteau;NON;NON;NON;NON;;61;Noyal-Châtillon-sur-Seiche;48.055987, -1.664262;35206;2718
2719;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;61 91;;Noyal-Châtillon-sur-Seiche;48.047008, -1.661005;35206;2719
2720;2016-05-04Z;Poteau;NON;NON;NON;NON;;91 61;Noyal-Châtillon-sur-Seiche;48.044129, -1.661407;35206;2720
2729;2014-08-12Z;Poteau;NON;NON;NON;OUI;161;;Noyal-Châtillon-sur-Seiche;48.046972, -1.664678;35206;2729
2731;2014-08-12Z;Poteau;NON;NON;NON;OUI;161;;Noyal-Châtillon-sur-Seiche;48.04297, -1.666046;35206;2731
2733;2015-03-23Z;Poteau;NON;NON;NON;OUI;61 161;;Noyal-Châtillon-sur-Seiche;48.034197, -1.663402;35206;2733
2804;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;C2;;Saint-Grégoire;48.159112, -1.676618;35278;2804
2819;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C2;;Saint-Grégoire;48.151493, -1.685839;35278;2819
2820;2014-12-23Z;Abri simple;OUI;OUI;OUI;OUI;78 36;;Saint-Grégoire;48.151475, -1.691318;35278;2820
2827;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;51 71;;Saint-Grégoire;48.148996, -1.656601;35278;2827
2839;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;36 78;;Saint-Grégoire;48.154392, -1.69664;35278;2839
2902;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;59;;Chartres-de-Bretagne;48.047893, -1.713543;35066;2902
2904;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;91;;Chartres-de-Bretagne;48.037002, -1.712353;35066;2904
2917;2014-08-12Z;Abri bâti;NON;NON;NON;OUI;72 91;;Chartres-de-Bretagne;48.042349, -1.706501;35066;2917
2925;2016-07-19Z;Abri simple;OUI;OUI;OUI;OUI;91;;Chartres-de-Bretagne;48.033519, -1.711906;35066;2925
2926;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;172 91;;Chartres-de-Bretagne;48.041691, -1.696068;35066;2926
2928;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;172 72;;Chartres-de-Bretagne;48.031429, -1.708755;35066;2928
2930;2014-08-12Z;Poteau;NON;NON;NON;OUI;72 172;;Chartres-de-Bretagne;48.031247, -1.709248;35066;2930
2944;2017-03-03Z;Poteau;NON;NON;NON;NON;;72;Chartres-de-Bretagne;48.029175, -1.707963;35066;2944
3003;2016-07-07Z;Poteau;NON;NON;NON;OUI;13;;Chantepie;48.089159, -1.612603;35055;3003
3008;2014-08-12Z;Poteau;NON;NON;NON;OUI;13 C1;;Chantepie;48.09031, -1.62417;35055;3008
3017;2014-08-12Z;Poteau;NON;NON;NON;NON;;13;Chantepie;48.092504, -1.61292;35055;3017
3025;2014-08-12Z;Poteau;NON;NON;NON;NON;;62;Chantepie;48.076742, -1.631836;35055;3025
3113;2012-01-13Z;Poteau;NON;NON;NON;OUI;65 77;;Pacé;48.143401, -1.770386;35210;3113
1568;2011-08-25Z;Abri simple;OUI;OUI;NON;;;;Rennes;48.121028, -1.713571;35238;1568
1572;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;31;;Rennes;48.118015, -1.675219;35238;1572
1575;2011-08-25Z;Poteau;NON;NON;NON;NON;;41 63;Rennes;48.103768, -1.671317;35238;1575
1578;2014-10-24Z;Poteau;NON;NON;NON;;;;Rennes;48.13335, -1.6839;35238;1578
1587;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C6;;Rennes;48.105915, -1.684405;35238;1587
1610;2012-12-31Z;Abri double;OUI;OUI;OUI;OUI;C4 C6 40 167 67 32 150 164 41;;Rennes;48.114025, -1.636082;35238;1610
1629;2014-09-01Z;Abri auvent;NON;OUI;OUI;OUI;11;;Rennes;48.104031, -1.635026;35238;1629
1630;2014-09-01Z;Abri simple;OUI;OUI;OUI;OUI;C4;;Rennes;48.132662, -1.636187;35238;1630
1638;2014-08-19Z;Abri simple;OUI;OUI;OUI;OUI;C3 14 44;;Rennes;48.122545, -1.651088;35238;1638
1643;2014-08-20Z;Abri auvent;OUI;OUI;OUI;OUI;14;;Rennes;48.114823, -1.715624;35238;1643
1654;2015-02-27Z;Abri simple;OUI;OUI;NON;OUI;36;;Rennes;48.129576, -1.674167;35238;1654
1657;2015-02-27Z;Poteau;NON;NON;NON;OUI;36;;Rennes;48.125318, -1.667695;35238;1657
1661;2015-06-01Z;Poteau;NON;NON;NON;;;;Rennes;48.086525, -1.686923;35238;1661
1662;2015-06-11Z;Abri simple;OUI;NON;OUI;OUI;12 C3;;Rennes;48.101462, -1.676188;35238;1662
1665;2017-04-24Z;Poteau;NON;NON;NON;NON;;14;Rennes;48.113248, -1.713671;35238;1665
1669;2018-03-15Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.121349, -1.705674;35238;1669
1675;2018-03-16Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.134888, -1.698409;35238;1675
2012;2014-08-25Z;Abri double;OUI;OUI;OUI;OUI;C6;;Cesson-Sévigné;48.11839, -1.608504;35051;2012
2020;2014-08-12Z;Abri simple;OUI;NON;NON;OUI;C6 67 31 35;;Cesson-Sévigné;48.114105, -1.621837;35051;2020
2021;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;31 C6 35;;Cesson-Sévigné;48.114168, -1.613754;35051;2021
2022;2016-05-04Z;Poteau;NON;NON;NON;OUI;34 C6 31;;Cesson-Sévigné;48.114642, -1.609545;35051;2022
2024;2014-08-25Z;Poteau;NON;NON;NON;OUI;C6;;Cesson-Sévigné;48.118449, -1.608322;35051;2024
2027;2014-08-12Z;Poteau;NON;NON;NON;OUI;C6 34;;Cesson-Sévigné;48.123456, -1.608183;35051;2027
2034;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;11 34;;Cesson-Sévigné;48.099569, -1.621217;35051;2034
2035;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;11 34;;Cesson-Sévigné;48.09967, -1.620857;35051;2035
2042;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;34;;Cesson-Sévigné;48.124644, -1.613102;35051;2042
2047;2012-03-27Z;Poteau;NON;NON;NON;OUI;34 64;;Cesson-Sévigné;48.127213, -1.623967;35051;2047
2056;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;34 31;;Cesson-Sévigné;48.118557, -1.604529;35051;2056
2076;2015-04-15Z;Abri simple;OUI;NON;OUI;OUI;50 70;;Cesson-Sévigné;48.134039, -1.629208;35051;2076
2083;2012-03-27Z;Poteau;NON;NON;NON;OUI;64;;Cesson-Sévigné;48.12696, -1.614219;35051;2083
2084;2012-03-27Z;Poteau;NON;NON;NON;NON;;64;Cesson-Sévigné;48.12903, -1.604741;35051;2084
2088;2016-05-04Z;Abri simple;OUI;OUI;OUI;OUI;31;;Cesson-Sévigné;48.124609, -1.590688;35051;2088
2122;2017-01-30Z;Abri simple;OUI;OUI;OUI;OUI;11;;Cesson-Sévigné;48.104606, -1.63076;35051;2122
2124;2014-04-07Z;Abri simple;OUI;OUI;OUI;OUI;C1 41 35;;Cesson-Sévigné;48.131589, -1.624653;35051;2124
2129;2015-05-11Z;Poteau;NON;NON;NON;OUI;41 35 C4;;Rennes;48.127869, -1.629152;35238;2129
2202;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13 C6;;Saint-Jacques-de-la-Lande;48.077395, -1.715725;35281;2202
2215;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13 C6;;Saint-Jacques-de-la-Lande;48.076909, -1.715921;35281;2215
2222;2014-08-12Z;Poteau;NON;NON;NON;OUI;13;;Saint-Jacques-de-la-Lande;48.066422, -1.720279;35281;2222
2230;2011-08-30Z;Abri simple;OUI;OUI;OUI;NON;;13;Saint-Jacques-de-la-Lande;48.086456, -1.701833;35281;2230
2236;2014-08-12Z;Poteau;NON;NON;NON;OUI;57;;Saint-Jacques-de-la-Lande;48.059996, -1.734101;35281;2236
2238;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;57;;Saint-Jacques-de-la-Lande;48.065007, -1.724483;35281;2238
2240;2016-03-11Z;Abri simple;OUI;OUI;OUI;NON;;57;Saint-Jacques-de-la-Lande;48.080594, -1.712287;35281;2240
2248;2017-01-26Z;Poteau;NON;NON;NON;NON;;37;Saint-Jacques-de-la-Lande;48.079346, -1.733128;35281;2248
2250;2014-08-12Z;Poteau;NON;NON;NON;NON;;37;Saint-Jacques-de-la-Lande;48.086736, -1.721996;35281;2250
2252;2015-04-15Z;Poteau;NON;NON;NON;NON;;37;Saint-Jacques-de-la-Lande;48.086561, -1.712426;35281;2252
2265;2014-08-12Z;Poteau;NON;NON;NON;OUI;13;;Saint-Jacques-de-la-Lande;48.061616, -1.724012;35281;2265
2268;2016-02-23Z;Poteau;NON;NON;NON;NON;;37;Saint-Jacques-de-la-Lande;48.07518, -1.729388;35281;2268
2271;2011-12-15Z;Abri simple;OUI;OUI;OUI;OUI;13 37;;Saint-Jacques-de-la-Lande;48.090501, -1.69494;35281;2271
2305;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;157 57 91;;Bruz;48.029342, -1.758019;35047;2305
2311;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;158 57;;Bruz;48.047249, -1.741955;35047;2311
2312;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;158 57;;Bruz;48.049424, -1.740454;35047;2312
2314;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;57;;Bruz;48.054937, -1.739708;35047;2314
2317;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;57 158;;Bruz;48.047427, -1.742103;35047;2317
2320;2017-05-12Z;Poteau provisoire;NON;NON;NON;NON;;57;Bruz;48.039734, -1.755591;35047;2320
2336;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;59 57 91 90 159;;Bruz;48.030226, -1.734384;35047;2336
2338;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;59 57 91 90;;Bruz;48.033269, -1.733105;35047;2338
2346;2014-08-12Z;Poteau;NON;NON;NON;PARTIEL;91;63;Bruz;48.009141, -1.773283;35047;2346
2353;2014-12-02Z;Abri simple;OUI;OUI;OUI;OUI;59 57 159 91 90 157;;Bruz;48.023379, -1.742999;35047;2353
2359;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;59;;Bruz;48.035782, -1.723214;35047;2359
2402;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;51 151;;Betton;48.179301, -1.651047;35024;2402
2403;2011-08-25Z;Abri simple;OUI;OUI;OUI;NON;;51 151;Betton;48.180722, -1.651937;35024;2403
2421;2011-12-15Z;Poteau;NON;NON;NON;OUI;51 151;;Betton;48.179175, -1.65123;35024;2421
2425;2011-12-15Z;Abri simple;OUI;NON;OUI;OUI;70;;Betton;48.163742, -1.625164;35024;2425
2434;2014-08-19Z;Poteau;NON;NON;NON;OUI;71 51 94;;Betton;48.186441, -1.633092;35024;2434
2452;2013-08-05Z;Abri simple;OUI;OUI;OUI;OUI;78;;Betton;48.175446, -1.662388;35024;2452
2458;2014-08-06Z;Poteau;NON;NON;NON;OUI;71 94;;Betton;48.190991, -1.628981;35024;2458
2508;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;54;;Le Rheu;48.096835, -1.77559;35240;2508
2514;2012-03-20Z;Poteau;NON;NON;NON;NON;;54;Le Rheu;48.09768, -1.781563;35240;2514
2517;2015-02-24Z;Poteau;NON;NON;NON;OUI;54 76 154;;Le Rheu;48.099367, -1.796733;35240;2517
2519;2012-03-20Z;Abri double;OUI;OUI;OUI;OUI;154 54;;Le Rheu;48.100897, -1.806904;35240;2519
2521;2012-03-20Z;Abri simple;OUI;OUI;OUI;OUI;55;;Le Rheu;48.090998, -1.786814;35240;2521
2522;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;56 55;;Le Rheu;48.093981, -1.773941;35240;2522
2530;2012-03-20Z;Poteau;NON;NON;NON;NON;;56;Le Rheu;48.078763, -1.772125;35240;2530
2540;2014-08-06Z;Abri simple;OUI;OUI;OUI;OUI;76;;Le Rheu;48.09683, -1.79811;35240;2540
2607;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;62;;Vern-sur-Seiche;48.052615, -1.613836;35352;2607
2611;2014-08-12Z;Abri simple;OUI;NON;OUI;OUI;62;;Vern-sur-Seiche;48.072416, -1.628709;35352;2611
2615;2015-05-12Z;Poteau;NON;NON;NON;OUI;62;;Vern-sur-Seiche;48.058944, -1.616683;35352;2615
2618;2014-08-12Z;Poteau;NON;NON;NON;NON;;62;Vern-sur-Seiche;48.049113, -1.606026;35352;2618
2620;2014-08-12Z;Poteau;NON;NON;NON;OUI;73 62;;Vern-sur-Seiche;48.043558, -1.601784;35352;2620
2621;2014-08-12Z;Poteau;NON;NON;NON;NON;;73;Vern-sur-Seiche;48.040905, -1.602366;35352;2621
2628;2014-08-12Z;Poteau;NON;NON;NON;NON;;73;Vern-sur-Seiche;48.031253, -1.599505;35352;2628
2629;2014-08-12Z;Abri simple;OUI;OUI;OUI;OUI;62;;Vern-sur-Seiche;48.047187, -1.602518;35352;2629
2644;2018-03-16Z;;;;;NON;;89;Vern-sur-Seiche;48.062036, -1.602186;35352;2644
2702;2011-08-25Z;Abri simple;OUI;NON;OUI;NON;;72 63 59;Noyal-Châtillon-sur-Seiche;48.06843, -1.697574;35206;2702
2704;2011-08-25Z;Abri simple;OUI;NON;OUI;NON;;63 72 59;Noyal-Châtillon-sur-Seiche;48.059279, -1.7013;35206;2704
2709;2016-05-04Z;Abri simple;OUI;OUI;OUI;OUI;61 91;;Noyal-Châtillon-sur-Seiche;48.044053, -1.661183;35206;2709
2721;2011-08-25Z;Abri auvent;OUI;OUI;OUI;NON;;61 91;Noyal-Châtillon-sur-Seiche;48.042439, -1.66572;35206;2721
2722;2014-08-12Z;Abri auvent;OUI;OUI;OUI;OUI;91 61;;Noyal-Châtillon-sur-Seiche;48.040814, -1.672158;35206;2722
2723;2014-08-12Z;Poteau;NON;NON;NON;NON;;61;Noyal-Châtillon-sur-Seiche;48.038355, -1.670616;35206;2723
2725;2014-08-12Z;Poteau;NON;NON;NON;OUI;91;;Noyal-Châtillon-sur-Seiche;48.03955, -1.676476;35206;2725
2730;2014-08-12Z;Poteau;NON;NON;NON;OUI;161;;Noyal-Châtillon-sur-Seiche;48.046239, -1.664794;35206;2730
2805;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C2;;Saint-Grégoire;48.159128, -1.681343;35278;2805
2807;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C2;;Saint-Grégoire;48.159802, -1.692137;35278;2807
2808;2014-12-23Z;Abri double;OUI;OUI;OUI;OUI;C2;;Saint-Grégoire;48.156845, -1.687389;35278;2808
2811;2014-12-23Z;Abri simple;OUI;OUI;OUI;OUI;78 36;;Saint-Grégoire;48.151378, -1.691295;35278;2811
2813;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C2;;Saint-Grégoire;48.147437, -1.686162;35278;2813
2818;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C2;;Saint-Grégoire;48.146946, -1.686104;35278;2818
2824;2012-03-20Z;Poteau;NON;NON;NON;OUI;C2;;Saint-Grégoire;48.158874, -1.685178;35278;2824
2825;2012-03-20Z;Poteau;NON;NON;NON;OUI;C2;;Saint-Grégoire;48.159086, -1.680796;35278;2825
2826;2015-02-27Z;Abri simple;OUI;OUI;OUI;OUI;14 78 C4;;Saint-Grégoire;48.135601, -1.692926;35278;2826
1639;2014-09-01Z;;;;;;;;;;;
