ap_timeo;ap_datemaj;equip_mobilier;equip_banc;equip_eclairage;equip_poubelle;access_pmr;access_li_ok;access_li_nok;Commune (nom);Coordonnées;Commune (code INSEE);Identifiant
1003;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.127369, -1.640433;35238;1003
1007;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1 14;;Rennes;48.121446, -1.655036;35238;1007
1010;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1 36 31 9;;Rennes;48.119241, -1.667693;35238;1010
1012;2014-08-19Z;Abri simple;OUI;NON;OUI;OUI;9 C1;;Rennes;48.11605, -1.674245;35238;1012
1015;2011-08-25Z;Poteau;NON;NON;NON;NON;;C1 C5 9;Rennes;48.11252, -1.680352;35238;1015
1023;2011-08-25Z;Abri double;OUI;OUI;OUI;PARTIEL;57 9 C1 C5;APIBUS;Rennes;48.108066, -1.680048;35238;1023
1024;2011-08-25Z;Abri bâti;NON;NON;NON;OUI;C1 9 C5;;Rennes;48.109977, -1.680268;35238;1024
1033;2011-08-25Z;Abri double;OUI;NON;NON;OUI;C1 14;;Rennes;48.12128, -1.655029;35238;1033
1039;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.128998, -1.63238;35238;1039
1043;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;12 C2;;Rennes;48.123614, -1.684238;35238;1043
1052;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;C6 C4;;Rennes;48.109934, -1.678869;35238;1052
1056;2017-09-06Z;Abri double;OUI;OUI;OUI;OUI;C2 11 C1;;Rennes;48.104385, -1.672374;35238;1056
1064;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C2;;Rennes;48.090281, -1.645018;35238;1064
1073;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11 C2;;Rennes;48.092528, -1.639658;35238;1073
1079;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.092772, -1.647205;35238;1079
1080;2011-08-25Z;Abri auvent;NON;NON;NON;NON;;C2;Rennes;48.095953, -1.651543;35238;1080
1082;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;C2;;Rennes;48.099871, -1.657775;35238;1082
1091;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C4 11 C2 C6;;Rennes;48.109734, -1.68385;35238;1091
1096;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C2;;Rennes;48.118193, -1.689248;35238;1096
1099;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;C2 12;;Rennes;48.123587, -1.683606;35238;1099
1107;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;C3;;Rennes;48.13087, -1.652121;35238;1107
1120;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3 44;;Rennes;48.10997, -1.67795;35238;1120
1121;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3 12;;Rennes;48.106067, -1.677817;35238;1121
1130;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C3 13;;Rennes;48.085168, -1.682537;35238;1130
1136;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;C3;;Rennes;48.091086, -1.682019;35238;1136
1149;2011-08-25Z;Poteau;NON;NON;NON;NON;;C3 44;Rennes;48.114248, -1.658666;35238;1149
1150;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;C3 44;;Rennes;48.116588, -1.65539;35238;1150
1160;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;C4 167 41 164 40 C6 150;;Rennes;48.114099, -1.637565;35238;1160
1173;2012-03-08Z;Abri simple;OUI;OUI;OUI;OUI;C6 C4;;Rennes;48.110055, -1.656165;35238;1173
1176;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;40 41 32 C4 31 35;;Rennes;48.119028, -1.63521;35238;1176
1178;2014-08-19Z;Abri simple;OUI;OUI;OUI;OUI;31 64 14;;Rennes;48.120832, -1.643865;35238;1178
1182;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;31;;Rennes;48.116298, -1.664773;35238;1182
1193;2018-09-05Z;Abri simple;OUI;OUI;NON;OUI;31;;Rennes;48.113738, -1.69804;35238;1193
1194;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31;;Rennes;48.118173, -1.687217;35238;1194
1196;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;31;;Rennes;48.117181, -1.682302;35238;1196
1201;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;14 50 64;;Rennes;48.119102, -1.649111;35238;1201
1208;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11;;Rennes;48.104165, -1.637787;35238;1208
1214;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;154 55 156 54 11 56 155;;Rennes;48.109932, -1.679644;35238;1214
1219;2011-08-25Z;Abri simple;NON;NON;OUI;OUI;11;;Rennes;48.108274, -1.703743;35238;1219
1221;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;54 55 56 14 11;;Rennes;48.108871, -1.710766;35238;1221
1222;2017-03-03Z;Abri simple;OUI;NON;NON;OUI;11 14;;Rennes;48.108107, -1.714065;35238;1222
1226;2011-08-25Z;Poteau;NON;NON;NON;OUI;11;;Rennes;48.101258, -1.731769;35238;1226
1230;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;11;;Rennes;48.102175, -1.726098;35238;1230
1234;2018-09-05Z;Abri simple;OUI;NON;NON;OUI;14 11;;Rennes;48.107689, -1.714796;35238;1234
1236;2014-08-12Z;Abri simple;OUI;NON;NON;OUI;11;;Rennes;48.10876, -1.705656;35238;1236
1238;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;54 55 11 56;;Rennes;48.108687, -1.698735;35238;1238
1242;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;156 155 55 11 54 56;;Rennes;48.109758, -1.679532;35238;1242
1247;2011-08-25Z;Poteau;NON;NON;NON;OUI;11;;Rennes;48.104868, -1.643656;35238;1247
1251;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;11;;Rennes;48.097042, -1.629126;35238;1251
1252;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.138782, -1.66602;35238;1252
1253;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14 C5;;Rennes;48.136711, -1.667527;35238;1253
1261;2016-03-22Z;Abri provisoire;OUI;NON;NON;NON;;51 71 C5;Rennes;48.125322, -1.666645;35238;1261
1267;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C5 72 59;;Rennes;48.085707, -1.693903;35238;1267
1275;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.097422, -1.688573;35238;1275
1286;2011-08-25Z;Poteau;NON;NON;NON;OUI;C5;;Rennes;48.132719, -1.672293;35238;1286
1287;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;C5 36 14;;Rennes;48.135006, -1.672781;35238;1287
1289;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5 14;;Rennes;48.136539, -1.667527;35238;1289
1294;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C4 53;;Rennes;48.111305, -1.701301;35238;1294
1297;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;14 76 C4 68;;Rennes;48.121918, -1.703705;35238;1297
1304;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;14 C4;;Rennes;48.128501, -1.698712;35238;1304
1305;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;14 C4;;Rennes;48.127565, -1.703293;35238;1305
1307;2015-02-10Z;Abri simple;OUI;NON;NON;OUI;14 68 76 C4;;Rennes;48.121755, -1.703954;35238;1307
1310;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;53 C4;;Rennes;48.111292, -1.700837;35238;1310
1316;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.101171, -1.652938;35238;1316
1321;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.093777, -1.633778;35238;1321
1325;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.099472, -1.646682;35238;1325
1330;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.120357, -1.681603;35238;1330
1333;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;12 C3;;Rennes;48.097824, -1.675165;35238;1333
1340;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12 32;;Rennes;48.091996, -1.658498;35238;1340
1341;2018-09-05Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.091222, -1.654578;35238;1341
1354;2011-08-25Z;;;;;;;;;;;
1363;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;12;;Rennes;48.097427, -1.662555;35238;1363
1367;2012-03-09Z;Abri simple;OUI;OUI;OUI;OUI;12;;Rennes;48.111022, -1.679517;35238;1367
1373;2011-08-25Z;Poteau;NON;NON;NON;OUI;C3 9;;Rennes;48.135248, -1.65936;35238;1373
1383;2011-08-25Z;Abri simple;OUI;OUI;NON;PARTIEL;9;APIBUS;Rennes;48.103589, -1.700048;35238;1383
1385;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;9 13;;Rennes;48.100655, -1.707006;35238;1385
1388;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;9;;Rennes;48.099353, -1.711217;35238;1388
1395;2011-08-25Z;Abri double;OUI;OUI;OUI;OUI;13 9;;Rennes;48.101013, -1.706956;35238;1395
1401;2011-08-25Z;Abri simple;OUI;OUI;OUI;PARTIEL;9 C6;APIBUS;Rennes;48.105574, -1.687728;35238;1401
1402;2011-08-25Z;Abri simple;OUI;OUI;OUI;PARTIEL;C6 9;APIBUS;Rennes;48.105647, -1.685188;35238;1402
1414;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;14 53 76;;Rennes;48.116416, -1.712265;35238;1414
1421;2014-08-12Z;Abri auvent;OUI;OUI;NON;OUI;14;;Rennes;48.114636, -1.715503;35238;1421
1427;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14;;Rennes;48.136404, -1.663348;35238;1427
1430;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;70;;Rennes;48.123645, -1.659306;35238;1430
1434;2016-11-16Z;Poteau;NON;NON;NON;OUI;32;;Rennes;48.109541, -1.655406;35238;1434
1439;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;32;;Rennes;48.098234, -1.655137;35238;1439
1449;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;72 13 59;;Rennes;48.086865, -1.683079;35238;1449
1450;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;161 72 13 59;;Rennes;48.08669, -1.688453;35238;1450
1454;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.089581, -1.691241;35238;1454
1457;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;72 13 59;;Rennes;48.086765, -1.683887;35238;1457
1459;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13;;Rennes;48.08809, -1.674269;35238;1459
1461;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.093659, -1.673762;35238;1461
1469;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;32;;Rennes;48.099276, -1.652485;35238;1469
1473;2011-08-25Z;Poteau;NON;NON;NON;OUI;32;;Rennes;48.110761, -1.655608;35238;1473
1480;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;41 50 70;;Rennes;48.131978, -1.634928;35238;1480
1481;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;50 41 70;;Rennes;48.129789, -1.642252;35238;1481
1487;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;51;;Rennes;48.131345, -1.662406;35238;1487
1492;2011-08-25Z;Abri simple;OUI;NON;OUI;OUI;52 68;;Rennes;48.133784, -1.69386;35238;1492
1496;2016-06-21Z;Abri double;OUI;OUI;NON;;;;Rennes;48.132313, -1.709762;35238;1496
1503;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;53 76 14;;Rennes;48.116133, -1.715924;35238;1503
1005;2016-02-09Z;Abri double;OUI;OUI;OUI;OUI;50 C1;;Rennes;48.123081, -1.647064;35238;1005
1006;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1 50;;Rennes;48.12229, -1.650742;35238;1006
1009;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1 70 9;;Rennes;48.121635, -1.663186;35238;1009
1014;2011-08-25Z;Poteau;NON;NON;NON;OUI;9 C1 C5;;Rennes;48.113739, -1.679038;35238;1014
1017;2011-08-25Z;Poteau;NON;NON;NON;NON;;57 C5 9 APIBUS C1;Rennes;48.108415, -1.680213;35238;1017
1026;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;12 C1 C5 9;;Rennes;48.11482, -1.679242;35238;1026
1027;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1 12 9 31 C5;;Rennes;48.117163, -1.677351;35238;1027
1031;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;9 70 C1;;Rennes;48.121987, -1.662185;35238;1031
1034;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1 50;;Rennes;48.122185, -1.650619;35238;1034
1040;2018-03-30Z;;;;;OUI;12 C2 14;;Rennes;48.130069, -1.684377;35238;1040
1048;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;C2 31;;Rennes;48.113357, -1.693476;35238;1048
1051;2011-08-25Z;Abri auvent;OUI;NON;OUI;OUI;C6 C2 C4 11;;Rennes;48.109888, -1.68328;35238;1051
1054;2018-09-05Z;Abri simple;OUI;NON;NON;NON;;C2 11 C1;Rennes;48.107564, -1.675176;35238;1054
1055;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C2 C1 11;;Rennes;48.106057, -1.67401;35238;1055
1057;2018-06-06Z;Abri simple;OUI;OUI;NON;NON;;C2 11 C1;Rennes;48.104724, -1.667309;35238;1057
1062;2011-08-25Z;Abri simple;OUI;OUI;NON;NON;;C2;Rennes;48.09511, -1.650566;35238;1062
1063;2011-08-25Z;Poteau;NON;NON;NON;OUI;C2;;Rennes;48.09273, -1.64749;35238;1063
1072;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2 11;;Rennes;48.094922, -1.638;35238;1072
1075;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2 11;;Rennes;48.089486, -1.635568;35238;1075
1078;2018-09-05Z;Abri simple;OUI;NON;NON;OUI;C2;;Rennes;48.089972, -1.64466;35238;1078
1087;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C1 C2 11;;Rennes;48.105276, -1.673939;35238;1087
1093;2018-09-05Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.111757, -1.689653;35238;1093
1094;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31 C2;;Rennes;48.113208, -1.69329;35238;1094
1095;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;C2 31;;Rennes;48.116505, -1.690744;35238;1095
1102;2018-03-30Z;;;;;OUI;14 C2 12;;Rennes;48.131357, -1.684599;35238;1102
1105;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.1355, -1.655711;35238;1105
1122;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12 C3;;Rennes;48.103005, -1.676912;35238;1122
1128;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.09107, -1.682187;35238;1128
1134;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;13 C3;;Rennes;48.085207, -1.682259;35238;1134
1135;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.088085, -1.68215;35238;1135
1137;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C3;;Rennes;48.093597, -1.681809;35238;1137
1143;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12 C3;;Rennes;48.106081, -1.677558;35238;1143
1152;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;44 C3 50;;Rennes;48.120615, -1.650675;35238;1152
1157;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.134935, -1.651955;35238;1157
1169;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;50 C4 64 40 67 C6;;Rennes;48.109809, -1.674483;35238;1169
1174;2013-08-22Z;Abri simple;OUI;OUI;NON;OUI;C6 41 40 C4;;Rennes;48.112437, -1.64292;35238;1174
1175;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31 C4 41 40 32 35;;Rennes;48.117101, -1.633896;35238;1175
1188;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;C4 31;;Rennes;48.114898, -1.701959;35238;1188
1189;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31 C4;;Rennes;48.116068, -1.705584;35238;1189
1190;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;31;;Rennes;48.11739, -1.70835;35238;1190
1216;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11 C4;;Rennes;48.109176, -1.690514;35238;1216
1218;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;11 54 55 56;;Rennes;48.109099, -1.697997;35238;1218
1225;2011-08-25Z;Poteau;NON;NON;NON;OUI;11;;Rennes;48.10213, -1.727062;35238;1225
1233;2011-08-25Z;Abri auvent;NON;NON;OUI;OUI;54 56 55 11;;Rennes;48.107021, -1.72162;35238;1233
1255;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;14 36 C5;;Rennes;48.134477, -1.673097;35238;1255
1260;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;C5 51;;Rennes;48.126715, -1.665432;35238;1260
1264;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;57 C5;;Rennes;48.10206, -1.684417;35238;1264
1265;2018-09-05Z;Abri double;OUI;OUI;NON;PARTIEL;57 C5;63;Rennes;48.099809, -1.687123;35238;1265
1269;2011-08-25Z;Abri double;OUI;NON;NON;OUI;C5;;Rennes;48.084081, -1.692043;35238;1269
1273;2011-08-25Z;Abri simple;OUI;OUI;NON;PARTIEL;C5;63;Rennes;48.092735, -1.6912;35238;1273
1278;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.117082, -1.677806;35238;1278
1280;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;71 C5 51 151 36;;Rennes;48.121404, -1.670825;35238;1280
1282;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C5 51;;Rennes;48.126594, -1.665268;35238;1282
1284;2014-08-19Z;Abri simple;OUI;OUI;NON;OUI;C5;;Rennes;48.131091, -1.664397;35238;1284
1291;2015-10-21Z;Abri simple;OUI;OUI;OUI;OUI;41 14 35 32 C4 40;;Rennes;48.125147, -1.633208;35238;1291
1293;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C4 53;;Rennes;48.110001, -1.698679;35238;1293
1298;2014-08-19Z;Abri simple;OUI;OUI;NON;OUI;14 C4;;Rennes;48.125698, -1.703017;35238;1298
1300;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;14 C4;;Rennes;48.128595, -1.698884;35238;1300
1303;2016-03-22Z;Abri simple;OUI;OUI;NON;OUI;C4 14;;Rennes;48.128353, -1.694114;35238;1303
1306;2014-08-19Z;Abri simple;OUI;NON;NON;OUI;C4 14;;Rennes;48.12525, -1.703189;35238;1306
1312;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;40 C4 32 31 41 35;;Rennes;48.116581, -1.633944;35238;1312
1318;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1;;Rennes;48.09913, -1.646084;35238;1318
1328;2018-06-06Z;Abri double;OUI;OUI;OUI;OUI;C2 12 14;;Rennes;48.132919, -1.685223;35238;1328
1336;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;12;;Rennes;48.097982, -1.666405;35238;1336
1353;2018-09-05Z;Abri simple;OUI;NON;NON;OUI;13;;Rennes;48.084535, -1.657962;35238;1353
1358;2018-09-05Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.091419, -1.651912;35238;1358
1359;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.091479, -1.655599;35238;1359
1360;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;32 12;;Rennes;48.092518, -1.658308;35238;1360
1361;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12 32;;Rennes;48.094222, -1.658163;35238;1361
1364;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12;;Rennes;48.098048, -1.667094;35238;1364
1375;2018-06-11Z;Abri simple;OUI;OUI;NON;OUI;14 9;;Rennes;48.129955, -1.656511;35238;1375
1386;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13 9;;Rennes;48.098922, -1.705488;35238;1386
1387;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;9;;Rennes;48.098044, -1.708181;35238;1387
1391;2014-08-18Z;Abri simple;OUI;OUI;OUI;PARTIEL;9 13;APIBUS;Rennes;48.101056, -1.711799;35238;1391
1397;2011-08-25Z;Abri simple;OUI;OUI;OUI;PARTIEL;9;APIBUS;Rennes;48.103598, -1.700369;35238;1397
1399;2013-08-22Z;Abri simple;OUI;OUI;OUI;PARTIEL;9;APIBUS;Rennes;48.105015, -1.69546;35238;1399
1407;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14 9;;Rennes;48.133129, -1.656626;35238;1407
1417;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;14;;Rennes;48.111171, -1.712864;35238;1417
1419;2011-08-25Z;Poteau;NON;NON;NON;OUI;14;;Rennes;48.111433, -1.713382;35238;1419
1423;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14;;Rennes;48.118508, -1.70816;35238;1423
1424;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;12 14;;Rennes;48.121238, -1.70795;35238;1424
1428;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;14;;Rennes;48.134522, -1.658625;35238;1428
1442;2011-08-25Z;Abri double;OUI;NON;NON;OUI;13;;Rennes;48.091639, -1.66733;35238;1442
1443;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.091624, -1.662448;35238;1443
1451;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;13;;Rennes;48.086857, -1.691262;35238;1451
1452;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.089851, -1.690987;35238;1452
1453;2011-08-25Z;Abri simple;OUI;NON;OUI;PARTIEL;C5;63;Saint-Jacques-de-la-Lande;48.089768, -1.692985;35281;1453
1460;2015-05-11Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.091308, -1.674159;35238;1460
1466;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;13;;Rennes;48.085058, -1.65386;35238;1466
1484;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;50 41 70;;Rennes;48.131875, -1.635896;35238;1484
1485;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;71 51 151;;Rennes;48.137957, -1.658769;35238;1485
1512;2014-12-17Z;Poteau;NON;NON;NON;NON;;63;Rennes;48.085329, -1.695562;35238;1512
1518;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;65 82 52 77 81;;Rennes;48.120593, -1.710572;35238;1518
1519;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;77 65;;Rennes;48.121064, -1.702976;35238;1519
1523;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;67 32;;Rennes;48.114277, -1.649131;35238;1523
1524;2015-02-10Z;Abri simple;OUI;OUI;NON;OUI;32 67;;Rennes;48.114621, -1.651278;35238;1524
1530;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;50;;Rennes;48.128911, -1.642714;35238;1530
1534;2014-12-01Z;Abri double;OUI;OUI;NON;OUI;72 172 79;;Rennes;48.088549, -1.67439;35238;1534
1540;2011-08-25Z;Abri platine;OUI;NON;NON;OUI;55 56 54 53 156 155 154;;Rennes;48.109999, -1.685158;35238;1540
1556;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;67 167 12;;Rennes;48.1094, -1.677626;35238;1556
1004;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;50 C1;;Rennes;48.125244, -1.642676;35238;1004
1008;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C1 70;;Rennes;48.123212, -1.660216;35238;1008
1016;2011-08-25Z;Abri simple;OUI;OUI;OUI;OUI;C1 C5 9;;Rennes;48.110073, -1.680101;35238;1016
1019;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;C5 57;;Rennes;48.105084, -1.684731;35238;1019
1020;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;57;;Rennes;48.097442, -1.689566;35238;1020
1022;2011-08-25Z;Abri double;OUI;OUI;OUI;PARTIEL;158 57 157 9 C5;APIBUS;Rennes;48.106222, -1.680736;35238;1022
1044;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.122179, -1.685924;35238;1044
1046;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C2;;Rennes;48.11824, -1.689403;35238;1046
1049;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.111632, -1.689371;35238;1049
1050;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.111647, -1.686999;35238;1050
1060;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.099452, -1.657522;35238;1060
1065;2015-01-22Z;Abri simple;OUI;OUI;NON;OUI;C2 89;;Rennes;48.087621, -1.64393;35238;1065
1068;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C2 11;;Rennes;48.092067, -1.636471;35238;1068
1069;2018-09-05Z;Abri simple;OUI;OUI;NON;OUI;C2 11;;Rennes;48.092756, -1.63962;35238;1069
1076;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C2 11;;Rennes;48.087986, -1.638421;35238;1076
1077;2015-01-22Z;Abri simple;OUI;OUI;NON;OUI;C2;;Rennes;48.087413, -1.643436;35238;1077
1092;2018-09-05Z;Abri simple;OUI;NON;NON;OUI;C2;;Rennes;48.111759, -1.686216;35238;1092
1100;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;C2 12;;Rennes;48.12503, -1.681973;35238;1100
1111;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;44 50 C3;;Rennes;48.120189, -1.65077;35238;1111
1114;2011-08-25Z;Abri double;OUI;OUI;NON;OUI;44 C3;;Rennes;48.114521, -1.658017;35238;1114
1115;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;44 C3;;Rennes;48.113459, -1.661409;35238;1115
1117;2011-08-25Z;Poteau;NON;NON;NON;OUI;C3;;Rennes;48.112528, -1.666797;35238;1117
1123;2011-08-25Z;Abri auvent;NON;OUI;NON;OUI;C3 12;;Rennes;48.099181, -1.675756;35238;1123
1124;2011-08-25Z;Abri auvent;NON;NON;NON;OUI;C3;;Rennes;48.097396, -1.675489;35238;1124
1125;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.096926, -1.679166;35238;1125
1138;2011-08-25Z;Abri simple;OUI;OUI;NON;OUI;C3;;Rennes;48.096363, -1.681543;35238;1138
1139;2011-08-25Z;Abri simple;OUI;NON;NON;OUI;C3;;Rennes;48.096914, -1.678484;35238;1139
1140;2015-02-26Z;Abri simple;OUI;NON;NON;OUI;12;;Rennes;48.097421, -1.674416;35238;1140
1141;2015-05-22Z;Poteau;NON;NON;NON;OUI;C3 12;;Rennes;48.100009, -1.675803;35238;1141
